Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,0.7235890030860901,0.7426109910011292,0.7199942469596863,0.7403020262718201,0.7403020262718201,0
2010-01-11,0.7403568625450134,0.7443799376487732,0.7339987754821777,0.7355104684829712,0.7355104684829712,0
2010-01-18,0.7357810139656067,0.7411249876022339,0.7087172269821167,0.7129108309745789,0.7129108309745789,0
2010-01-25,0.7133685350418091,0.7170000672340393,0.7001820206642151,0.7037792801856995,0.7037792801856995,0
2010-02-01,0.7031854391098022,0.7150007486343384,0.6811525225639343,0.6870018839836121,0.6870018839836121,0
2010-02-08,0.6869075298309326,0.7027900815010071,0.6822212934494019,0.6966213583946228,0.6966213583946228,0
2010-02-15,0.696815550327301,0.7083156108856201,0.6932889819145203,0.6997900605201721,0.6997900605201721,0
2010-02-22,0.7004762887954712,0.7061149477958679,0.6851192116737366,0.6999860405921936,0.6999860405921936,0
2010-03-01,0.7000839710235596,0.7018036246299744,0.6855888962745667,0.6995453238487244,0.6995453238487244,0
2010-03-08,0.6996921300888062,0.7098239660263062,0.696815550327301,0.7038784027099609,0.7038784027099609,0
2010-03-15,0.7039278745651245,0.717875063419342,0.6990073919296265,0.7067137956619263,0.7067137956619263,0
2010-03-22,0.706813633441925,0.7104795575141907,0.7001330256462097,0.7037792801856995,0.7037792801856995,0
2010-03-29,0.7037792801856995,0.7133176326751709,0.7037792801856995,0.7067137956619263,0.7067137956619263,0
2010-04-05,0.7070136070251465,0.7194762229919434,0.6967184543609619,0.7187005877494812,0.7187005877494812,0
2010-04-12,0.7190106511116028,0.719631552696228,0.706813633441925,0.7077140808105469,0.7077140808105469,0
2010-04-19,0.7075638175010681,0.7179781794548035,0.7059155702590942,0.7176175117492676,0.7176175117492676,0
2010-04-26,0.7177205085754395,0.732600748538971,0.7103786468505859,0.7287036180496216,0.7287036180496216,0
2010-05-03,0.7287567257881165,0.7324934005737305,0.7025925517082214,0.7168973088264465,0.7168973088264465,0
2010-05-10,0.7174115777015686,0.7296074628829956,0.7060152888298035,0.706763744354248,0.706763744354248,0
2010-05-17,0.7067137956619263,0.7076640129089355,0.6626027226448059,0.6759039759635925,0.6759039759635925,0
2010-05-24,0.675995409488678,0.686294674873352,0.656555712223053,0.676315426826477,0.676315426826477,0
2010-05-31,0.676315426826477,0.6900835037231445,0.6665777564048767,0.666888952255249,0.666888952255249,0
2010-06-07,0.6667110919952393,0.6921373009681702,0.6576784253120422,0.6916107535362244,0.6916107535362244,0
2010-06-14,0.6918978691101074,0.7139797210693359,0.6892749071121216,0.711085855960846,0.711085855960846,0
2010-06-21,0.711186945438385,0.71602463722229,0.7001820206642151,0.7127075791358948,0.7127075791358948,0
