Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,1.6137100458145142,1.623903751373291,1.5900778770446777,1.6090104579925537,1.6090104579925537,0
2010-01-11,1.6082600355148315,1.6351090669631958,1.6066062450408936,1.6282932758331299,1.6282932758331299,0
2010-01-18,1.629407525062561,1.6457654237747192,1.6081048250198364,1.611473798751831,1.611473798751831,0
2010-01-25,1.611499547958374,1.627630591392517,1.5940066576004028,1.5975971221923828,1.5975971221923828,0
2010-02-01,1.5973930358886719,1.6069936752319336,1.556299090385437,1.5602084398269653,1.5602084398269653,0
2010-02-08,1.5597946643829346,1.5765410661697388,1.5537842512130737,1.566808819770813,1.566808819770813,0
2010-02-15,1.56788969039917,1.5817779302597046,1.5363106727600098,1.5464078187942505,1.5464078187942505,0
2010-02-22,1.5468381643295288,1.557195782661438,1.5134087800979614,1.5180495977401733,1.5180495977401733,0
2010-03-01,1.5185105800628662,1.5204037427902222,1.4839438199996948,1.514784336090088,1.514784336090088,0
2010-03-08,1.5148760080337524,1.5218383073806763,1.4874091148376465,1.5199648141860962,1.5199648141860962,0
2010-03-15,1.519549012184143,1.5370663404464722,1.4985089302062988,1.4999924898147583,1.4999924898147583,0
2010-03-22,1.4994301795959473,1.5113046169281006,1.480560302734375,1.4916690587997437,1.4916690587997437,0
2010-03-29,1.4920918941497803,1.5299643278121948,1.489491581916809,1.526810884475708,1.526810884475708,0
2010-04-05,1.5269973278045654,1.5470057725906372,1.5134087800979614,1.5421864986419678,1.5421864986419678,0
2010-04-12,1.5424957275390625,1.5522888898849487,1.5270206928253174,1.5290987491607666,1.5290987491607666,0
2010-04-19,1.5294963121414185,1.547173261642456,1.5198029279708862,1.5378936529159546,1.5378936529159546,0
2010-04-26,1.5378936529159546,1.5494986772537231,1.5134087800979614,1.530409336090088,1.530409336090088,0
2010-05-03,1.5305966138839722,1.5312060117721558,1.4490653276443481,1.4773013591766357,1.4773013591766357,0
2010-05-10,1.477803349494934,1.5050947666168213,1.4500318765640259,1.4539955854415894,1.4539955854415894,0
2010-05-17,1.4539955854415894,1.4539955854415894,1.423892855644226,1.4464035034179688,1.4464035034179688,0
2010-05-24,1.4464035034179688,1.460856318473816,1.4263911247253418,1.4445022344589233,1.4445022344589233,0
2010-05-31,1.4451075792312622,1.476995825767517,1.4410052299499512,1.441794753074646,1.441794753074646,0
2010-06-07,1.4420026540756226,1.47520911693573,1.4350496530532837,1.4581085443496704,1.4581085443496704,0
2010-06-14,1.458491325378418,1.4888042211532593,1.457279920578003,1.4844063520431519,1.4844063520431519,0
2010-06-21,1.4842079877853394,1.5079090595245361,1.469594120979309,1.5045965909957886,1.5045965909957886,0
2010-06-28,1.5045965909957886,1.5229507684707642,1.487851619720459,1.5195258855819702,1.5195258855819702,0
2010-07-05,1.5195027589797974,1.5239256620407104,1.5053439140319824,1.5071589946746826,1.5071589946746826,0
2010-07-12,1.507204532623291,1.5466947555541992,1.4952600002288818,1.5305966138839722,1.5305966138839722,0
2010-07-19,1.5305030345916748,1.5449265241622925,1.5132256746292114,1.5424957275390625,1.5424957275390625,0
2010-07-26,1.5424957275390625,1.5733908414840698,1.5423054695129395,1.5702037811279297,1.5702037811279297,0
2010-08-02,1.5705984830856323,1.599590539932251,1.5700066089630127,1.589142918586731,1.589142918586731,0
