<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.06.08	20:00:00	1.12910	1.13014	1.12892	1.13011	2458	0	0
2020.06.08	21:00:00	1.13013	1.13085	1.12998	1.13036	1957	0	0
2020.06.08	22:00:00	1.13036	1.13043	1.12968	1.12970	1609	0	0
2020.06.08	23:00:00	1.12970	1.12971	1.12909	1.12932	963	0	0
2020.06.09	00:00:00	1.12933	1.12933	1.12892	1.12904	348	0	3
2020.06.09	01:00:00	1.12904	1.12959	1.12904	1.12946	882	0	0
2020.06.09	02:00:00	1.12948	1.13050	1.12940	1.13039	715	0	1
2020.06.09	03:00:00	1.13039	1.13150	1.12995	1.13040	2595	0	0
2020.06.09	04:00:00	1.13040	1.13043	1.12850	1.12923	3175	0	0
2020.06.09	05:00:00	1.12924	1.12929	1.12838	1.12873	1626	0	1
2020.06.09	06:00:00	1.12873	1.12914	1.12848	1.12873	1367	0	0
2020.06.09	07:00:00	1.12873	1.12892	1.12840	1.12854	1542	0	0
2020.06.09	08:00:00	1.12854	1.12957	1.12848	1.12914	1326	0	0
2020.06.09	09:00:00	1.12914	1.12960	1.12658	1.12681	3998	0	0
2020.06.09	10:00:00	1.12679	1.12759	1.12552	1.12667	5147	0	0
2020.06.09	11:00:00	1.12667	1.12702	1.12409	1.12615	5312	0	0
2020.06.09	12:00:00	1.12617	1.12737	1.12554	1.12669	3947	0	0
2020.06.09	13:00:00	1.12668	1.12833	1.12613	1.12820	4319	0	0
2020.06.09	14:00:00	1.12818	1.12844	1.12687	1.12818	3654	0	0
2020.06.09	15:00:00	1.12817	1.13024	1.12797	1.12996	4006	0	0
2020.06.09	16:00:00	1.12996	1.13575	1.12966	1.13484	6364	0	0
2020.06.09	17:00:00	1.13487	1.13563	1.13330	1.13537	6593	0	0
2020.06.09	18:00:00	1.13538	1.13635	1.13394	1.13473	4631	0	0
2020.06.09	19:00:00	1.13473	1.13541	1.13426	1.13426	2909	0	0
2020.06.09	20:00:00	1.13426	1.13478	1.13326	1.13455	2549	0	0
2020.06.09	21:00:00	1.13455	1.13481	1.13409	1.13447	2070	0	0
2020.06.09	22:00:00	1.13447	1.13449	1.13360	1.13366	1580	0	0
2020.06.09	23:00:00	1.13365	1.13389	1.13311	1.13389	962	0	0
2020.06.10	00:00:00	1.13388	1.13402	1.13337	1.13354	715	0	2
2020.06.10	01:00:00	1.13354	1.13399	1.13349	1.13387	697	0	1
2020.06.10	02:00:00	1.13386	1.13410	1.13315	1.13320	982	0	0
2020.06.10	03:00:00	1.13320	1.13446	1.13320	1.13393	1736	0	0
2020.06.10	04:00:00	1.13393	1.13459	1.13379	1.13385	1759	0	0
2020.06.10	05:00:00	1.13385	1.13446	1.13377	1.13431	1513	0	0
2020.06.10	06:00:00	1.13431	1.13456	1.13404	1.13424	973	0	0
2020.06.10	07:00:00	1.13424	1.13458	1.13408	1.13426	1036	0	0
2020.06.10	08:00:00	1.13426	1.13696	1.13416	1.13624	2378	0	0
2020.06.10	09:00:00	1.13623	1.13691	1.13503	1.13511	3674	0	0
2020.06.10	10:00:00	1.13512	1.13621	1.13432	1.13599	4544	0	0
2020.06.10	11:00:00	1.13598	1.13756	1.13584	1.13689	3731	0	0
2020.06.10	12:00:00	1.13690	1.13717	1.13549	1.13591	3354	0	0
2020.06.10	13:00:00	1.13591	1.13730	1.13480	1.13652	3051	0	0
2020.06.10	14:00:00	1.13650	1.13893	1.13639	1.13855	3826	0	0
2020.06.10	15:00:00	1.13855	1.13886	1.13638	1.13801	3845	0	0
2020.06.10	16:00:00	1.13800	1.13854	1.13598	1.13653	4619	0	0
2020.06.10	17:00:00	1.13656	1.13779	1.13452	1.13501	5211	0	0
2020.06.10	18:00:00	1.13501	1.13597	1.13420	1.13540	4224	0	0
2020.06.10	19:00:00	1.13540	1.13597	1.13453	1.13511	2793	0	0
2020.06.10	20:00:00	1.13515	1.13696	1.13493	1.13674	2291	0	0
2020.06.10	21:00:00	1.13674	1.14222	1.13215	1.13910	12126	0	0
2020.06.10	22:00:00	1.13910	1.14156	1.13611	1.13893	7294	0	0
2020.06.10	23:00:00	1.13895	1.13905	1.13646	1.13723	2012	0	0
2020.06.11	00:00:00	1.13723	1.13764	1.13718	1.13753	368	0	0
2020.06.11	01:00:00	1.13753	1.13808	1.13724	1.13772	811	0	0
2020.06.11	02:00:00	1.13772	1.13820	1.13639	1.13666	1805	0	0
2020.06.11	03:00:00	1.13666	1.13888	1.13658	1.13865	2956	0	0
2020.06.11	04:00:00	1.13865	1.13952	1.13818	1.13893	2754	0	0
2020.06.11	05:00:00	1.13893	1.13940	1.13855	1.13874	1880	0	1
2020.06.11	06:00:00	1.13874	1.13889	1.13563	1.13572	2994	0	0
2020.06.11	07:00:00	1.13572	1.13585	1.13438	1.13510	3270	0	0
2020.06.11	08:00:00	1.13511	1.13524	1.13250	1.13437	3730	0	0
2020.06.11	09:00:00	1.13440	1.13622	1.13396	1.13601	4763	0	0
2020.06.11	10:00:00	1.13602	1.13728	1.13430	1.13633	6078	0	0
2020.06.11	11:00:00	1.13633	1.13907	1.13583	1.13896	5496	0	0
2020.06.11	12:00:00	1.13896	1.14013	1.13816	1.13834	5180	0	0
2020.06.11	13:00:00	1.13834	1.13852	1.13702	1.13722	3749	0	0
2020.06.11	14:00:00	1.13724	1.13749	1.13532	1.13556	4584	0	0
2020.06.11	15:00:00	1.13556	1.13585	1.13362	1.13566	5545	0	0
2020.06.11	16:00:00	1.13567	1.13785	1.13504	1.13776	6252	0	0
2020.06.11	17:00:00	1.13778	1.14035	1.13718	1.13814	7322	0	0
2020.06.11	18:00:00	1.13811	1.13982	1.13623	1.13785	6722	0	0
2020.06.11	19:00:00	1.13785	1.13835	1.13614	1.13615	5705	0	0
2020.06.11	20:00:00	1.13615	1.13615	1.13074	1.13181	6123	0	0
2020.06.11	21:00:00	1.13180	1.13255	1.12978	1.13008	5609	0	0
2020.06.11	22:00:00	1.13008	1.13142	1.12922	1.12991	5810	0	0
2020.06.11	23:00:00	1.12991	1.13028	1.12886	1.12981	1669	0	0
2020.06.12	00:00:00	1.12933	1.13015	1.12911	1.12929	695	0	2
2020.06.12	01:00:00	1.12924	1.12985	1.12868	1.12985	1608	0	1
2020.06.12	02:00:00	1.12985	1.12999	1.12876	1.12880	1904	0	0
2020.06.12	03:00:00	1.12880	1.12940	1.12804	1.12829	3130	0	0
2020.06.12	04:00:00	1.12827	1.12891	1.12765	1.12880	3597	0	1
2020.06.12	05:00:00	1.12880	1.12975	1.12854	1.12888	2919	0	0
2020.06.12	06:00:00	1.12887	1.12977	1.12873	1.12935	2462	0	1
2020.06.12	07:00:00	1.12936	1.12976	1.12910	1.12969	2215	0	0
2020.06.12	08:00:00	1.12968	1.13135	1.12931	1.13110	2379	0	0
2020.06.12	09:00:00	1.13110	1.13159	1.12969	1.13042	4098	0	0
2020.06.12	10:00:00	1.13042	1.13217	1.12972	1.13215	5810	0	0
2020.06.12	11:00:00	1.13213	1.13402	1.13200	1.13248	3953	0	0
2020.06.12	12:00:00	1.13250	1.13266	1.13099	1.13216	3824	0	0
2020.06.12	13:00:00	1.13216	1.13273	1.12955	1.13025	4533	0	0
2020.06.12	14:00:00	1.13027	1.13182	1.12925	1.13093	3952	0	0
2020.06.12	15:00:00	1.13091	1.13157	1.12940	1.13051	4179	0	0
2020.06.12	16:00:00	1.13052	1.13229	1.12913	1.13015	5960	0	0
2020.06.12	17:00:00	1.13014	1.13052	1.12388	1.12464	6883	0	0
2020.06.12	18:00:00	1.12464	1.12583	1.12334	1.12516	8466	0	0
2020.06.12	19:00:00	1.12516	1.12565	1.12347	1.12361	5613	0	0
2020.06.12	20:00:00	1.12361	1.12446	1.12125	1.12239	5547	0	0
2020.06.12	21:00:00	1.12238	1.12337	1.12209	1.12308	4975	0	0
2020.06.12	22:00:00	1.12311	1.12531	1.12311	1.12526	4048	0	0
2020.06.12	23:00:00	1.12528	1.12604	1.12520	1.12604	1342	0	0
2020.06.15	00:00:00	1.12356	1.12470	1.12341	1.12414	627	0	0
2020.06.15	01:00:00	1.12414	1.12517	1.12263	1.12468	2400	0	0
2020.06.15	02:00:00	1.12468	1.12582	1.12425	1.12516	2702	0	0
2020.06.15	03:00:00	1.12516	1.12610	1.12449	1.12460	3515	0	0
2020.06.15	04:00:00	1.12460	1.12603	1.12436	1.12590	2957	0	0
2020.06.15	05:00:00	1.12592	1.12606	1.12512	1.12525	2828	0	0
2020.06.15	06:00:00	1.12527	1.12641	1.12524	1.12633	1670	0	1
2020.06.15	07:00:00	1.12635	1.12682	1.12591	1.12604	1917	0	0
2020.06.15	08:00:00	1.12604	1.12617	1.12370	1.12412	3827	0	0
2020.06.15	09:00:00	1.12414	1.12482	1.12266	1.12310	5296	0	0
2020.06.15	10:00:00	1.12310	1.12502	1.12299	1.12439	5574	0	0
2020.06.15	11:00:00	1.12442	1.12674	1.12416	1.12664	5551	0	0
2020.06.15	12:00:00	1.12664	1.12665	1.12440	1.12492	4359	0	0
2020.06.15	13:00:00	1.12492	1.12600	1.12450	1.12460	3671	0	0
2020.06.15	14:00:00	1.12459	1.12675	1.12403	1.12576	3416	0	0
2020.06.15	15:00:00	1.12576	1.12608	1.12461	1.12474	4572	0	0
2020.06.15	16:00:00	1.12475	1.12843	1.12441	1.12772	6286	0	0
2020.06.15	17:00:00	1.12772	1.12937	1.12693	1.12736	6605	0	0
2020.06.15	18:00:00	1.12737	1.12777	1.12600	1.12695	5070	0	0
2020.06.15	19:00:00	1.12695	1.12880	1.12685	1.12852	3722	0	0
2020.06.15	20:00:00	1.12852	1.13010	1.12820	1.12984	2899	0	0
2020.06.15	21:00:00	1.12984	1.13323	1.12984	1.13149	5676	0	0
2020.06.15	22:00:00	1.13150	1.13237	1.13072	1.13141	3742	0	0
2020.06.15	23:00:00	1.13144	1.13229	1.13125	1.13222	1154	0	0
2020.06.16	00:00:00	1.13220	1.13262	1.13174	1.13249	724	0	2
2020.06.16	01:00:00	1.13248	1.13309	1.13200	1.13294	1292	0	2
2020.06.16	02:00:00	1.13290	1.13379	1.13256	1.13375	1592	0	2
2020.06.16	03:00:00	1.13375	1.13398	1.13301	1.13335	1993	0	0
2020.06.16	04:00:00	1.13335	1.13396	1.13274	1.13282	2019	0	0
2020.06.16	05:00:00	1.13282	1.13483	1.13282	1.13453	2571	0	0
2020.06.16	06:00:00	1.13453	1.13476	1.13379	1.13394	2204	0	1
2020.06.16	07:00:00	1.13394	1.13394	1.13321	1.13327	1520	0	1
2020.06.16	08:00:00	1.13327	1.13469	1.13322	1.13356	1776	0	0
2020.06.16	09:00:00	1.13356	1.13467	1.13278	1.13461	3945	0	0
2020.06.16	10:00:00	1.13461	1.13531	1.13205	1.13228	5671	0	0
2020.06.16	11:00:00	1.13228	1.13471	1.13153	1.13362	4723	0	0
2020.06.16	12:00:00	1.13362	1.13411	1.13218	1.13335	3641	0	0
2020.06.16	13:00:00	1.13334	1.13350	1.13102	1.13154	3578	0	0
2020.06.16	14:00:00	1.13155	1.13196	1.12948	1.13036	3138	0	0
2020.06.16	15:00:00	1.13039	1.13189	1.12947	1.13015	5572	0	0
2020.06.16	16:00:00	1.13017	1.13028	1.12660	1.12700	6660	0	0
2020.06.16	17:00:00	1.12700	1.12748	1.12316	1.12373	8344	0	0
2020.06.16	18:00:00	1.12372	1.12640	1.12276	1.12569	7761	0	0
2020.06.16	19:00:00	1.12573	1.12731	1.12547	1.12681	4008	0	0
2020.06.16	20:00:00	1.12681	1.12685	1.12581	1.12627	2146	0	0
2020.06.16	21:00:00	1.12627	1.12723	1.12597	1.12723	2392	0	0
2020.06.16	22:00:00	1.12722	1.12723	1.12565	1.12615	2889	0	0
2020.06.16	23:00:00	1.12614	1.12638	1.12571	1.12633	972	0	0
2020.06.17	00:00:00	1.12628	1.12665	1.12549	1.12605	643	0	1
2020.06.17	01:00:00	1.12605	1.12621	1.12531	1.12591	1158	0	1
2020.06.17	02:00:00	1.12591	1.12661	1.12588	1.12648	1087	0	0
2020.06.17	03:00:00	1.12648	1.12731	1.12554	1.12673	3272	0	0
2020.06.17	04:00:00	1.12673	1.12728	1.12603	1.12651	2632	0	0
2020.06.17	05:00:00	1.12651	1.12681	1.12549	1.12641	2572	0	0
2020.06.17	06:00:00	1.12641	1.12678	1.12614	1.12642	1783	0	0
2020.06.17	07:00:00	1.12642	1.12729	1.12629	1.12712	1342	0	1
2020.06.17	08:00:00	1.12712	1.12797	1.12697	1.12733	2108	0	0
2020.06.17	09:00:00	1.12733	1.12854	1.12719	1.12802	3417	0	0
2020.06.17	10:00:00	1.12805	1.12939	1.12659	1.12667	4630	0	0
2020.06.17	11:00:00	1.12667	1.12753	1.12510	1.12574	4236	0	0
2020.06.17	12:00:00	1.12570	1.12601	1.12243	1.12293	5240	0	0
2020.06.17	13:00:00	1.12293	1.12488	1.12290	1.12418	4029	0	0
2020.06.17	14:00:00	1.12418	1.12546	1.12294	1.12307	3681	0	0
2020.06.17	15:00:00	1.12307	1.12446	1.12227	1.12368	4495	0	0
2020.06.17	16:00:00	1.12370	1.12483	1.12144	1.12200	5773	0	0
2020.06.17	17:00:00	1.12199	1.12375	1.12070	1.12195	7878	0	0
2020.06.17	18:00:00	1.12194	1.12307	1.12090	1.12183	4843	0	0
2020.06.17	19:00:00	1.12181	1.12336	1.12158	1.12308	3017	0	0
2020.06.17	20:00:00	1.12308	1.12401	1.12302	1.12366	2195	0	0
2020.06.17	21:00:00	1.12366	1.12372	1.12295	1.12306	2054	0	0
2020.06.17	22:00:00	1.12303	1.12397	1.12287	1.12389	3037	0	0
2020.06.17	23:00:00	1.12389	1.12460	1.12349	1.12426	1311	0	0
2020.06.18	00:00:00	1.12428	1.12461	1.12395	1.12424	484	0	3
2020.06.18	01:00:00	1.12424	1.12476	1.12418	1.12445	674	0	1
2020.06.18	02:00:00	1.12445	1.12461	1.12378	1.12419	1340	0	0
2020.06.18	03:00:00	1.12418	1.12499	1.12385	1.12411	2510	0	0
2020.06.18	04:00:00	1.12411	1.12496	1.12248	1.12350	3055	0	0
2020.06.18	05:00:00	1.12350	1.12405	1.12316	1.12391	2243	0	0
2020.06.18	06:00:00	1.12391	1.12516	1.12391	1.12492	1851	0	0
2020.06.18	07:00:00	1.12492	1.12611	1.12443	1.12553	1569	0	0
2020.06.18	08:00:00	1.12552	1.12595	1.12476	1.12506	1711	0	0
2020.06.18	09:00:00	1.12507	1.12588	1.12445	1.12539	2984	0	0
2020.06.18	10:00:00	1.12538	1.12576	1.12400	1.12430	4396	0	0
2020.06.18	11:00:00	1.12430	1.12600	1.12299	1.12491	4989	0	0
2020.06.18	12:00:00	1.12491	1.12612	1.12449	1.12506	4540	0	0
2020.06.18	13:00:00	1.12504	1.12558	1.12392	1.12549	3758	0	0
2020.06.18	14:00:00	1.12549	1.12586	1.12298	1.12342	5236	0	0
2020.06.18	15:00:00	1.12342	1.12346	1.12142	1.12274	5505	0	0
2020.06.18	16:00:00	1.12273	1.12316	1.12110	1.12126	5372	0	0
2020.06.18	17:00:00	1.12126	1.12263	1.12024	1.12210	5304	0	0
2020.06.18	18:00:00	1.12210	1.12323	1.12111	1.12147	3554	0	0
2020.06.18	19:00:00	1.12151	1.12172	1.11923	1.11934	3019	0	0
2020.06.18	20:00:00	1.11933	1.12048	1.11854	1.12038	2660	0	0
2020.06.18	21:00:00	1.12038	1.12086	1.11993	1.12086	2322	0	0
2020.06.18	22:00:00	1.12083	1.12128	1.12020	1.12024	2054	0	0
2020.06.18	23:00:00	1.12025	1.12097	1.11996	1.12049	1039	0	0
2020.06.19	00:00:00	1.12047	1.12065	1.11995	1.12029	733	0	2
2020.06.19	01:00:00	1.12031	1.12093	1.12029	1.12090	890	0	1
2020.06.19	02:00:00	1.12090	1.12131	1.12069	1.12076	1043	0	1
2020.06.19	03:00:00	1.12076	1.12081	1.11991	1.12036	1960	0	0
2020.06.19	04:00:00	1.12036	1.12104	1.11989	1.12058	2447	0	1
2020.06.19	05:00:00	1.12058	1.12107	1.12041	1.12106	1979	0	1
2020.06.19	06:00:00	1.12105	1.12143	1.12084	1.12143	1423	0	1
2020.06.19	07:00:00	1.12142	1.12160	1.12111	1.12132	1080	0	0
2020.06.19	08:00:00	1.12132	1.12170	1.12124	1.12145	956	0	1
2020.06.19	09:00:00	1.12145	1.12216	1.12055	1.12166	2657	0	0
2020.06.19	10:00:00	1.12165	1.12185	1.12048	1.12126	2892	0	0
2020.06.19	11:00:00	1.12126	1.12194	1.12034	1.12160	3343	0	0
2020.06.19	12:00:00	1.12159	1.12185	1.12100	1.12154	2622	0	0
2020.06.19	13:00:00	1.12153	1.12153	1.11944	1.12038	3189	0	0
2020.06.19	14:00:00	1.12038	1.12107	1.11954	1.12102	2650	0	0
2020.06.19	15:00:00	1.12100	1.12542	1.12014	1.12378	5994	0	0
2020.06.19	16:00:00	1.12380	1.12422	1.12166	1.12181	4841	0	0
2020.06.19	17:00:00	1.12181	1.12326	1.11681	1.11817	6375	0	0
2020.06.19	18:00:00	1.11819	1.12150	1.11798	1.11881	6136	0	0
2020.06.19	19:00:00	1.11882	1.11963	1.11811	1.11925	5093	0	0
2020.06.19	20:00:00	1.11925	1.11936	1.11861	1.11883	2770	0	0
2020.06.19	21:00:00	1.11883	1.11898	1.11746	1.11853	3115	0	0
2020.06.19	22:00:00	1.11854	1.11890	1.11831	1.11862	1964	0	0
2020.06.19	23:00:00	1.11863	1.11880	1.11718	1.11765	1559	0	0
2020.06.22	00:00:00	1.11819	1.11874	1.11800	1.11823	387	0	1
2020.06.22	01:00:00	1.11811	1.11840	1.11750	1.11806	1225	0	0
2020.06.22	02:00:00	1.11806	1.11812	1.11684	1.11766	1149	0	0
2020.06.22	03:00:00	1.11766	1.11851	1.11737	1.11801	1914	0	0
2020.06.22	04:00:00	1.11801	1.11892	1.11798	1.11851	1928	0	0
2020.06.22	05:00:00	1.11851	1.11967	1.11845	1.11910	1672	0	0
2020.06.22	06:00:00	1.11911	1.11952	1.11886	1.11921	1143	0	0
2020.06.22	07:00:00	1.11920	1.12038	1.11916	1.12032	1183	0	0
2020.06.22	08:00:00	1.12031	1.12046	1.11946	1.11953	1418	0	0
2020.06.22	09:00:00	1.11952	1.12064	1.11895	1.11941	2854	0	0
2020.06.22	10:00:00	1.11941	1.12120	1.11882	1.12104	4634	0	0
2020.06.22	11:00:00	1.12101	1.12250	1.12060	1.12244	3537	0	0
2020.06.22	12:00:00	1.12243	1.12265	1.12118	1.12133	3358	0	0
2020.06.22	13:00:00	1.12132	1.12206	1.12106	1.12136	3135	0	0
2020.06.22	14:00:00	1.12136	1.12166	1.12031	1.12131	2862	0	0
2020.06.22	15:00:00	1.12129	1.12232	1.12065	1.12207	2706	0	0
2020.06.22	16:00:00	1.12208	1.12462	1.12208	1.12443	4909	0	0
2020.06.22	17:00:00	1.12442	1.12697	1.12423	1.12486	5518	0	0
2020.06.22	18:00:00	1.12483	1.12617	1.12465	1.12600	3122	0	0
2020.06.22	19:00:00	1.12600	1.12635	1.12569	1.12609	2306	0	0
2020.06.22	20:00:00	1.12609	1.12635	1.12549	1.12583	1935	0	0
2020.06.22	21:00:00	1.12583	1.12630	1.12561	1.12606	1230	0	0
2020.06.22	22:00:00	1.12605	1.12621	1.12527	1.12555	1806	0	0
2020.06.22	23:00:00	1.12557	1.12661	1.12542	1.12593	856	0	0
2020.06.23	00:00:00	1.12592	1.12630	1.12557	1.12620	398	0	2
2020.06.23	01:00:00	1.12620	1.12749	1.12620	1.12728	1198	0	1
2020.06.23	02:00:00	1.12729	1.12810	1.12684	1.12775	1235	0	0
2020.06.23	03:00:00	1.12775	1.12781	1.12664	1.12669	1637	0	0
2020.06.23	04:00:00	1.12669	1.12677	1.12330	1.12557	5984	0	0
2020.06.23	05:00:00	1.12557	1.12754	1.12556	1.12748	4892	0	0
2020.06.23	06:00:00	1.12748	1.12761	1.12651	1.12690	2182	0	0
2020.06.23	07:00:00	1.12690	1.12695	1.12614	1.12616	1416	0	1
2020.06.23	08:00:00	1.12615	1.12677	1.12571	1.12587	1746	0	0
2020.06.23	09:00:00	1.12587	1.12738	1.12566	1.12700	3305	0	0
2020.06.23	10:00:00	1.12698	1.13052	1.12659	1.13008	5774	0	0
2020.06.23	11:00:00	1.13010	1.13057	1.12813	1.12904	4581	0	0
2020.06.23	12:00:00	1.12904	1.12938	1.12822	1.12880	3491	0	0
2020.06.23	13:00:00	1.12880	1.12980	1.12832	1.12920	3756	0	0
2020.06.23	14:00:00	1.12919	1.13071	1.12855	1.13058	3422	0	0
2020.06.23	15:00:00	1.13062	1.13332	1.13060	1.13297	4519	0	0
2020.06.23	16:00:00	1.13296	1.13378	1.13190	1.13289	4530	0	0
2020.06.23	17:00:00	1.13289	1.13483	1.13264	1.13333	5254	0	0
2020.06.23	18:00:00	1.13333	1.13370	1.13170	1.13223	3850	0	0
2020.06.23	19:00:00	1.13223	1.13296	1.13069	1.13085	2642	0	0
2020.06.23	20:00:00	1.13085	1.13211	1.13085	1.13190	1974	0	0
2020.06.23	21:00:00	1.13190	1.13198	1.13095	1.13117	1876	0	0
2020.06.23	22:00:00	1.13117	1.13117	1.13018	1.13030	2073	0	0
2020.06.23	23:00:00	1.13029	1.13087	1.13027	1.13074	867	0	0
2020.06.24	00:00:00	1.13073	1.13113	1.13069	1.13078	498	0	0
2020.06.24	01:00:00	1.13078	1.13126	1.13074	1.13079	715	0	2
2020.06.24	02:00:00	1.13079	1.13137	1.13073	1.13124	785	0	1
2020.06.24	03:00:00	1.13124	1.13221	1.13119	1.13174	1850	0	0
2020.06.24	04:00:00	1.13175	1.13249	1.13143	1.13165	1900	0	0
2020.06.24	05:00:00	1.13165	1.13257	1.13089	1.13177	2157	0	0
2020.06.24	06:00:00	1.13177	1.13200	1.13132	1.13153	1351	0	0
2020.06.24	07:00:00	1.13153	1.13197	1.13140	1.13145	880	0	1
2020.06.24	08:00:00	1.13145	1.13234	1.13128	1.13147	1032	0	0
2020.06.24	09:00:00	1.13147	1.13251	1.13125	1.13175	1981	0	0
2020.06.24	10:00:00	1.13174	1.13229	1.12915	1.12979	4713	0	0
2020.06.24	11:00:00	1.12979	1.13048	1.12868	1.13012	3824	0	0
2020.06.24	12:00:00	1.13011	1.13045	1.12687	1.13033	4735	0	0
2020.06.24	13:00:00	1.13031	1.13084	1.12929	1.13070	3076	0	0
2020.06.24	14:00:00	1.13067	1.13109	1.12825	1.12835	3324	0	0
2020.06.24	15:00:00	1.12835	1.12847	1.12705	1.12734	3429	0	0
2020.06.24	16:00:00	1.12734	1.12822	1.12647	1.12666	3673	0	1
2020.06.24	17:00:00	1.12666	1.12794	1.12570	1.12775	5097	0	1
2020.06.24	18:00:00	1.12769	1.12808	1.12602	1.12706	4556	0	1
2020.06.24	19:00:00	1.12704	1.12805	1.12665	1.12782	2867	0	1
2020.06.24	20:00:00	1.12781	1.12806	1.12613	1.12615	2432	0	2
2020.06.24	21:00:00	1.12614	1.12626	1.12551	1.12585	2195	0	1
2020.06.24	22:00:00	1.12585	1.12641	1.12508	1.12518	1944	0	1
2020.06.24	23:00:00	1.12522	1.12545	1.12483	1.12503	1129	0	0
2020.06.25	00:00:00	1.12503	1.12571	1.12499	1.12560	699	0	2
2020.06.25	01:00:00	1.12559	1.12566	1.12495	1.12522	579	0	1
2020.06.25	02:00:00	1.12522	1.12525	1.12483	1.12497	612	0	1
2020.06.25	03:00:00	1.12499	1.12584	1.12457	1.12558	1733	0	1
2020.06.25	04:00:00	1.12558	1.12595	1.12494	1.12498	1563	0	2
2020.06.25	05:00:00	1.12498	1.12503	1.12425	1.12454	1615	0	1
2020.06.25	06:00:00	1.12454	1.12496	1.12399	1.12419	1244	0	1
2020.06.25	07:00:00	1.12420	1.12486	1.12409	1.12483	1032	0	2
2020.06.25	08:00:00	1.12483	1.12531	1.12457	1.12477	1221	0	2
2020.06.25	09:00:00	1.12479	1.12533	1.12349	1.12370	2419	0	1
2020.06.25	10:00:00	1.12371	1.12450	1.12237	1.12339	3961	0	1
2020.06.25	11:00:00	1.12341	1.12506	1.12252	1.12294	3974	0	1
2020.06.25	12:00:00	1.12294	1.12345	1.12174	1.12265	2805	0	1
2020.06.25	13:00:00	1.12264	1.12299	1.12061	1.12078	3061	0	1
2020.06.25	14:00:00	1.12078	1.12131	1.11921	1.11961	3417	0	1
2020.06.25	15:00:00	1.11965	1.12112	1.11902	1.12112	3785	0	1
2020.06.25	16:00:00	1.12112	1.12216	1.12029	1.12166	4324	0	1
2020.06.25	17:00:00	1.12168	1.12313	1.12118	1.12131	4888	0	1
2020.06.25	18:00:00	1.12128	1.12250	1.12101	1.12195	3080	0	1
2020.06.25	19:00:00	1.12197	1.12299	1.12197	1.12272	2031	0	1
2020.06.25	20:00:00	1.12272	1.12302	1.12219	1.12231	1590	0	2
2020.06.25	21:00:00	1.12232	1.12234	1.12143	1.12159	1406	0	2
2020.06.25	22:00:00	1.12158	1.12291	1.12140	1.12210	2076	0	2
2020.06.25	23:00:00	1.12206	1.12261	1.12157	1.12170	1006	0	2
2020.06.26	00:00:00	1.12181	1.12208	1.12127	1.12164	869	0	2
2020.06.26	01:00:00	1.12164	1.12221	1.12125	1.12210	534	0	2
2020.06.26	02:00:00	1.12211	1.12235	1.12174	1.12177	629	0	2
2020.06.26	03:00:00	1.12178	1.12196	1.12080	1.12156	1344	0	2
2020.06.26	04:00:00	1.12156	1.12205	1.12136	1.12196	1245	0	2
2020.06.26	05:00:00	1.12192	1.12215	1.12165	1.12199	920	0	2
2020.06.26	06:00:00	1.12200	1.12229	1.12159	1.12224	698	0	2
2020.06.26	07:00:00	1.12223	1.12262	1.12209	1.12236	823	0	2
2020.06.26	08:00:00	1.12237	1.12251	1.12201	1.12212	770	0	1
2020.06.26	09:00:00	1.12213	1.12216	1.12058	1.12082	1599	0	2
2020.06.26	10:00:00	1.12081	1.12295	1.12050	1.12252	2558	0	1
2020.06.26	11:00:00	1.12252	1.12391	1.12211	1.12390	2704	0	1
2020.06.26	12:00:00	1.12390	1.12390	1.12175	1.12197	2201	0	1
2020.06.26	13:00:00	1.12199	1.12341	1.12170	1.12265	1806	0	1
2020.06.26	14:00:00	1.12265	1.12319	1.12090	1.12104	1862	0	1
2020.06.26	15:00:00	1.12109	1.12272	1.12065	1.12185	2446	0	1
2020.06.26	16:00:00	1.12189	1.12291	1.12058	1.12075	2937	0	1
2020.06.26	17:00:00	1.12071	1.12124	1.11951	1.12031	4120	0	1
2020.06.26	18:00:00	1.12035	1.12150	1.11998	1.12145	2949	0	1
2020.06.26	19:00:00	1.12143	1.12350	1.12123	1.12293	2475	0	1
2020.06.26	20:00:00	1.12292	1.12385	1.12282	1.12309	1835	0	1
2020.06.26	21:00:00	1.12309	1.12316	1.12242	1.12268	1280	0	1
2020.06.26	22:00:00	1.12267	1.12306	1.12231	1.12269	1473	0	1
2020.06.26	23:00:00	1.12264	1.12291	1.12174	1.12179	819	0	2
2020.06.29	00:00:00	1.12146	1.12275	1.12146	1.12237	431	0	1
2020.06.29	01:00:00	1.12237	1.12247	1.12170	1.12242	743	0	2
2020.06.29	02:00:00	1.12242	1.12266	1.12198	1.12218	615	0	3
2020.06.29	03:00:00	1.12218	1.12293	1.12198	1.12289	1081	0	2
2020.06.29	04:00:00	1.12294	1.12360	1.12288	1.12346	1491	0	1
2020.06.29	05:00:00	1.12345	1.12466	1.12330	1.12426	1338	0	2
2020.06.29	06:00:00	1.12426	1.12435	1.12379	1.12394	827	0	2
2020.06.29	07:00:00	1.12394	1.12428	1.12382	1.12416	815	0	2
2020.06.29	08:00:00	1.12416	1.12593	1.12416	1.12516	1410	0	1
