<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.04.03	04:00:00	1.08423	1.08552	1.08393	1.08533	2535	0	1
2020.04.03	05:00:00	1.08533	1.08550	1.08479	1.08540	2005	0	1
2020.04.03	06:00:00	1.08540	1.08543	1.08395	1.08454	1888	0	0
2020.04.03	07:00:00	1.08454	1.08482	1.08366	1.08435	1977	0	0
2020.04.03	08:00:00	1.08434	1.08511	1.08383	1.08473	1886	0	0
2020.04.03	09:00:00	1.08472	1.08472	1.08235	1.08274	4577	0	0
2020.04.03	10:00:00	1.08275	1.08311	1.07874	1.07901	6256	0	0
2020.04.03	11:00:00	1.07902	1.08063	1.07870	1.07980	5564	0	0
2020.04.03	12:00:00	1.07980	1.08139	1.07865	1.08129	6111	0	0
2020.04.03	13:00:00	1.08129	1.08158	1.07999	1.08010	4602	0	0
2020.04.03	14:00:00	1.08010	1.08036	1.07843	1.07889	5030	0	0
2020.04.03	15:00:00	1.07889	1.08063	1.07754	1.07764	9225	0	0
2020.04.03	16:00:00	1.07762	1.07980	1.07753	1.07896	6733	0	0
2020.04.03	17:00:00	1.07896	1.08059	1.07727	1.07974	5852	0	0
2020.04.03	18:00:00	1.07974	1.08092	1.07815	1.07976	4961	0	0
2020.04.03	19:00:00	1.07976	1.07980	1.07782	1.07864	4783	0	0
2020.04.03	20:00:00	1.07867	1.08007	1.07819	1.07981	3681	0	0
2020.04.03	21:00:00	1.07983	1.08160	1.07961	1.08103	3136	0	0
2020.04.03	22:00:00	1.08103	1.08280	1.08080	1.08092	4054	0	0
2020.04.03	23:00:00	1.08091	1.08172	1.08028	1.08127	2092	0	0
2020.04.06	00:00:00	1.08088	1.08191	1.08073	1.08099	339	0	4
2020.04.06	01:00:00	1.08100	1.08213	1.07979	1.08176	3123	0	2
2020.04.06	02:00:00	1.08175	1.08188	1.08039	1.08052	3710	0	2
2020.04.06	03:00:00	1.08051	1.08232	1.07986	1.08143	5415	0	0
2020.04.06	04:00:00	1.08141	1.08208	1.08128	1.08170	3714	0	2
2020.04.06	05:00:00	1.08170	1.08184	1.08054	1.08116	2292	0	1
2020.04.06	06:00:00	1.08116	1.08218	1.08105	1.08147	2704	0	0
2020.04.06	07:00:00	1.08147	1.08232	1.08101	1.08144	2618	0	0
2020.04.06	08:00:00	1.08144	1.08354	1.08119	1.08262	3670	0	0
2020.04.06	09:00:00	1.08262	1.08263	1.08085	1.08101	4671	0	0
2020.04.06	10:00:00	1.08097	1.08308	1.08068	1.08175	5026	0	0
2020.04.06	11:00:00	1.08175	1.08175	1.07830	1.07930	5985	0	0
2020.04.06	12:00:00	1.07930	1.08128	1.07900	1.08116	5049	0	0
2020.04.06	13:00:00	1.08115	1.08179	1.07994	1.08002	4156	0	0
2020.04.06	14:00:00	1.08003	1.08133	1.07884	1.07991	4822	0	0
2020.04.06	15:00:00	1.07991	1.08060	1.07797	1.07920	5137	0	0
2020.04.06	16:00:00	1.07918	1.08025	1.07682	1.08023	5351	0	0
2020.04.06	17:00:00	1.08022	1.08092	1.07775	1.07851	6377	0	0
2020.04.06	18:00:00	1.07853	1.08178	1.07828	1.08067	4344	0	0
2020.04.06	19:00:00	1.08067	1.08082	1.07935	1.08018	3833	0	0
2020.04.06	20:00:00	1.08018	1.08056	1.07881	1.07993	2897	0	0
2020.04.06	21:00:00	1.07993	1.08028	1.07955	1.07960	2791	0	0
2020.04.06	22:00:00	1.07962	1.07987	1.07826	1.07979	5156	0	0
2020.04.06	23:00:00	1.07981	1.07996	1.07898	1.07920	1729	0	0
2020.04.07	00:00:00	1.07920	1.07956	1.07914	1.07934	509	0	2
2020.04.07	01:00:00	1.07935	1.07947	1.07834	1.07848	2376	0	0
2020.04.07	02:00:00	1.07849	1.08019	1.07846	1.07987	2541	0	0
2020.04.07	03:00:00	1.07987	1.08018	1.07902	1.07937	3818	0	0
2020.04.07	04:00:00	1.07936	1.08093	1.07907	1.08064	2861	0	0
2020.04.07	05:00:00	1.08064	1.08097	1.08039	1.08077	2328	0	2
2020.04.07	06:00:00	1.08080	1.08185	1.08067	1.08143	2053	0	0
2020.04.07	07:00:00	1.08143	1.08299	1.08112	1.08261	3099	0	0
2020.04.07	08:00:00	1.08261	1.08405	1.08205	1.08290	3491	0	0
2020.04.07	09:00:00	1.08289	1.08617	1.08230	1.08589	5201	0	0
2020.04.07	10:00:00	1.08588	1.08786	1.08541	1.08776	6070	0	0
2020.04.07	11:00:00	1.08776	1.08779	1.08516	1.08680	4102	0	0
2020.04.07	12:00:00	1.08679	1.08787	1.08572	1.08740	4465	0	0
2020.04.07	13:00:00	1.08740	1.08928	1.08728	1.08779	4536	0	0
2020.04.07	14:00:00	1.08779	1.08820	1.08602	1.08775	4624	0	0
2020.04.07	15:00:00	1.08773	1.09172	1.08736	1.09049	5718	0	0
2020.04.07	16:00:00	1.09049	1.09170	1.08979	1.09147	5562	0	0
2020.04.07	17:00:00	1.09147	1.09259	1.08806	1.08839	6700	0	0
2020.04.07	18:00:00	1.08838	1.08976	1.08761	1.08858	5163	0	0
2020.04.07	19:00:00	1.08858	1.09097	1.08828	1.08961	4390	0	0
2020.04.07	20:00:00	1.08961	1.09044	1.08889	1.09033	2943	0	0
2020.04.07	21:00:00	1.09033	1.09096	1.09012	1.09025	3055	0	0
2020.04.07	22:00:00	1.09025	1.09097	1.09013	1.09046	2489	0	0
2020.04.07	23:00:00	1.09045	1.09045	1.08892	1.08904	1367	0	0
2020.04.08	00:00:00	1.08903	1.08950	1.08874	1.08898	595	0	0
2020.04.08	01:00:00	1.08906	1.08955	1.08902	1.08922	1701	0	1
2020.04.08	02:00:00	1.08922	1.09020	1.08910	1.08933	1976	0	1
2020.04.08	03:00:00	1.08933	1.08967	1.08669	1.08676	4475	0	0
2020.04.08	04:00:00	1.08676	1.08791	1.08673	1.08709	2693	0	1
2020.04.08	05:00:00	1.08709	1.08761	1.08641	1.08644	1982	0	0
2020.04.08	06:00:00	1.08646	1.08674	1.08586	1.08596	1738	0	1
2020.04.08	07:00:00	1.08596	1.08713	1.08595	1.08673	1754	0	1
2020.04.08	08:00:00	1.08673	1.08877	1.08647	1.08811	2529	0	0
2020.04.08	09:00:00	1.08811	1.08824	1.08298	1.08566	6768	0	0
2020.04.08	10:00:00	1.08570	1.08654	1.08450	1.08604	5446	0	0
2020.04.08	11:00:00	1.08606	1.08622	1.08455	1.08519	3561	0	0
2020.04.08	12:00:00	1.08519	1.08737	1.08519	1.08633	4243	0	0
2020.04.08	13:00:00	1.08633	1.08792	1.08606	1.08714	3297	0	0
2020.04.08	14:00:00	1.08714	1.08767	1.08568	1.08682	4328	0	0
2020.04.08	15:00:00	1.08683	1.08845	1.08664	1.08726	4081	0	0
2020.04.08	16:00:00	1.08726	1.08882	1.08697	1.08802	4403	0	0
2020.04.08	17:00:00	1.08803	1.08867	1.08534	1.08631	5289	0	0
2020.04.08	18:00:00	1.08632	1.08829	1.08590	1.08637	5441	0	0
2020.04.08	19:00:00	1.08637	1.08660	1.08507	1.08634	4062	0	0
2020.04.08	20:00:00	1.08634	1.08668	1.08607	1.08652	2439	0	0
2020.04.08	21:00:00	1.08652	1.08726	1.08608	1.08619	2835	0	0
2020.04.08	22:00:00	1.08621	1.08666	1.08519	1.08531	2271	0	0
2020.04.08	23:00:00	1.08531	1.08571	1.08500	1.08565	757	0	0
2020.04.09	00:00:00	1.08559	1.08587	1.08503	1.08556	648	0	1
2020.04.09	01:00:00	1.08556	1.08609	1.08537	1.08589	979	0	2
2020.04.09	02:00:00	1.08589	1.08620	1.08570	1.08599	1215	0	0
2020.04.09	03:00:00	1.08599	1.08801	1.08581	1.08716	2476	0	0
2020.04.09	04:00:00	1.08716	1.08771	1.08558	1.08590	3204	0	0
2020.04.09	05:00:00	1.08590	1.08619	1.08533	1.08615	1976	0	0
2020.04.09	06:00:00	1.08615	1.08697	1.08566	1.08664	1768	0	1
2020.04.09	07:00:00	1.08664	1.08708	1.08623	1.08650	1546	0	0
2020.04.09	08:00:00	1.08649	1.08662	1.08546	1.08553	1601	0	0
2020.04.09	09:00:00	1.08553	1.08604	1.08409	1.08597	3896	0	0
2020.04.09	10:00:00	1.08601	1.08820	1.08577	1.08758	4202	0	0
2020.04.09	11:00:00	1.08758	1.08785	1.08674	1.08692	3310	0	0
2020.04.09	12:00:00	1.08692	1.08876	1.08660	1.08863	3186	0	0
2020.04.09	13:00:00	1.08864	1.08892	1.08553	1.08597	3341	0	0
2020.04.09	14:00:00	1.08598	1.08646	1.08495	1.08578	3722	0	0
2020.04.09	15:00:00	1.08578	1.09099	1.08577	1.09040	6109	0	0
2020.04.09	16:00:00	1.09043	1.09416	1.08950	1.09310	8365	0	0
2020.04.09	17:00:00	1.09310	1.09452	1.09148	1.09368	7030	0	0
2020.04.09	18:00:00	1.09367	1.09451	1.09254	1.09301	5434	0	0
2020.04.09	19:00:00	1.09301	1.09388	1.09227	1.09359	3782	0	0
2020.04.09	20:00:00	1.09359	1.09515	1.09304	1.09446	4146	0	0
2020.04.09	21:00:00	1.09446	1.09462	1.09198	1.09220	4934	0	0
2020.04.09	22:00:00	1.09219	1.09366	1.09205	1.09359	3887	0	0
2020.04.09	23:00:00	1.09359	1.09395	1.09236	1.09285	1653	0	0
2020.04.10	00:00:00	1.09286	1.09314	1.09185	1.09252	596	0	1
2020.04.10	01:00:00	1.09252	1.09291	1.09200	1.09272	756	0	1
2020.04.10	02:00:00	1.09272	1.09352	1.09205	1.09224	2785	0	0
2020.04.10	03:00:00	1.09224	1.09267	1.09194	1.09223	1659	0	0
2020.04.10	04:00:00	1.09223	1.09278	1.09205	1.09277	2043	0	2
2020.04.10	05:00:00	1.09277	1.09361	1.09249	1.09336	2430	0	0
2020.04.10	06:00:00	1.09336	1.09434	1.09317	1.09425	3037	0	0
2020.04.10	07:00:00	1.09425	1.09425	1.09358	1.09377	2943	0	0
2020.04.10	08:00:00	1.09376	1.09421	1.09270	1.09398	2801	0	0
2020.04.10	09:00:00	1.09398	1.09490	1.09384	1.09474	1646	0	0
2020.04.10	10:00:00	1.09473	1.09518	1.09349	1.09374	1797	0	0
2020.04.10	11:00:00	1.09374	1.09472	1.09370	1.09422	2409	0	0
2020.04.10	12:00:00	1.09421	1.09480	1.09419	1.09451	1634	0	0
2020.04.10	13:00:00	1.09451	1.09473	1.09391	1.09410	960	0	0
2020.04.10	14:00:00	1.09410	1.09418	1.09361	1.09368	1613	0	0
2020.04.10	15:00:00	1.09368	1.09446	1.09368	1.09426	1733	0	0
2020.04.10	16:00:00	1.09426	1.09491	1.09414	1.09451	2329	0	0
2020.04.10	17:00:00	1.09450	1.09511	1.09442	1.09509	713	0	1
2020.04.10	18:00:00	1.09509	1.09516	1.09430	1.09485	3345	0	0
2020.04.10	19:00:00	1.09479	1.09522	1.09466	1.09477	1150	0	2
2020.04.10	20:00:00	1.09477	1.09480	1.09320	1.09323	1650	0	0
2020.04.10	21:00:00	1.09322	1.09371	1.09321	1.09335	1266	0	7
2020.04.10	22:00:00	1.09334	1.09389	1.09322	1.09354	626	0	7
2020.04.10	23:00:00	1.09363	1.09401	1.09342	1.09347	3084	0	11
2020.04.13	00:00:00	1.09428	1.09444	1.09282	1.09409	277	0	11
2020.04.13	01:00:00	1.09409	1.09409	1.09324	1.09364	2697	0	0
2020.04.13	02:00:00	1.09364	1.09367	1.09304	1.09314	2448	0	1
2020.04.13	03:00:00	1.09314	1.09379	1.09283	1.09297	4224	0	0
2020.04.13	04:00:00	1.09297	1.09421	1.09272	1.09312	3602	0	1
2020.04.13	05:00:00	1.09312	1.09312	1.09248	1.09288	2483	0	0
2020.04.13	06:00:00	1.09288	1.09351	1.09254	1.09332	2191	0	0
2020.04.13	07:00:00	1.09332	1.09386	1.09332	1.09367	2293	0	0
2020.04.13	08:00:00	1.09367	1.09403	1.09332	1.09337	1505	0	0
2020.04.13	09:00:00	1.09336	1.09660	1.09335	1.09620	5122	0	0
2020.04.13	10:00:00	1.09620	1.09676	1.09439	1.09465	5854	0	0
2020.04.13	11:00:00	1.09465	1.09470	1.09272	1.09312	5595	0	0
2020.04.13	12:00:00	1.09312	1.09386	1.09301	1.09382	1854	0	0
2020.04.13	13:00:00	1.09382	1.09386	1.09031	1.09139	5319	0	0
2020.04.13	14:00:00	1.09139	1.09311	1.09092	1.09301	4080	0	0
2020.04.13	15:00:00	1.09301	1.09315	1.09169	1.09224	6806	0	0
2020.04.13	16:00:00	1.09224	1.09232	1.09049	1.09106	6415	0	0
2020.04.13	17:00:00	1.09106	1.09181	1.08965	1.08999	5752	0	0
2020.04.13	18:00:00	1.08999	1.09081	1.08925	1.09054	4580	0	0
2020.04.13	19:00:00	1.09053	1.09186	1.09038	1.09168	3767	0	0
2020.04.13	20:00:00	1.09168	1.09239	1.09056	1.09199	4240	0	0
2020.04.13	21:00:00	1.09199	1.09236	1.09165	1.09219	3479	0	0
2020.04.13	22:00:00	1.09220	1.09238	1.09125	1.09169	2697	0	0
2020.04.13	23:00:00	1.09169	1.09173	1.09074	1.09120	1705	0	0
2020.04.14	00:00:00	1.09120	1.09140	1.08987	1.09050	3898	0	3
2020.04.14	01:00:00	1.09050	1.09158	1.09050	1.09148	1668	0	2
2020.04.14	02:00:00	1.09148	1.09260	1.09145	1.09198	1950	0	0
2020.04.14	03:00:00	1.09198	1.09275	1.09163	1.09230	3649	0	0
2020.04.14	04:00:00	1.09230	1.09385	1.09166	1.09370	4567	0	0
2020.04.14	05:00:00	1.09370	1.09478	1.09364	1.09470	5312	0	0
2020.04.14	06:00:00	1.09470	1.09486	1.09425	1.09468	2133	0	0
2020.04.14	07:00:00	1.09468	1.09487	1.09410	1.09435	1823	0	0
2020.04.14	08:00:00	1.09435	1.09471	1.09374	1.09387	2858	0	0
2020.04.14	09:00:00	1.09387	1.09428	1.09241	1.09287	5760	0	0
2020.04.14	10:00:00	1.09287	1.09375	1.09246	1.09315	5574	0	0
2020.04.14	11:00:00	1.09315	1.09328	1.09150	1.09228	5085	0	0
2020.04.14	12:00:00	1.09228	1.09574	1.09198	1.09460	5531	0	0
2020.04.14	13:00:00	1.09460	1.09506	1.09375	1.09434	4515	0	0
2020.04.14	14:00:00	1.09434	1.09657	1.09411	1.09637	5478	0	0
2020.04.14	15:00:00	1.09637	1.09760	1.09562	1.09708	8956	0	0
2020.04.14	16:00:00	1.09708	1.09709	1.09551	1.09603	8042	0	0
2020.04.14	17:00:00	1.09603	1.09840	1.09600	1.09686	8620	0	0
2020.04.14	18:00:00	1.09686	1.09702	1.09549	1.09699	6305	0	0
2020.04.14	19:00:00	1.09699	1.09731	1.09613	1.09654	4827	0	0
2020.04.14	20:00:00	1.09650	1.09839	1.09639	1.09836	4515	0	0
2020.04.14	21:00:00	1.09835	1.09844	1.09705	1.09809	5562	0	0
2020.04.14	22:00:00	1.09809	1.09870	1.09785	1.09856	4074	0	0
2020.04.14	23:00:00	1.09856	1.09866	1.09782	1.09798	2361	0	0
2020.04.15	00:00:00	1.09794	1.09907	1.09767	1.09820	1787	0	0
2020.04.15	01:00:00	1.09820	1.09895	1.09819	1.09836	1393	0	1
2020.04.15	02:00:00	1.09836	1.09879	1.09831	1.09833	1156	0	1
2020.04.15	03:00:00	1.09833	1.09872	1.09804	1.09859	2503	0	0
2020.04.15	04:00:00	1.09859	1.09866	1.09805	1.09862	2359	0	1
2020.04.15	05:00:00	1.09862	1.09871	1.09799	1.09811	1443	0	0
2020.04.15	06:00:00	1.09811	1.09819	1.09744	1.09771	1431	0	0
2020.04.15	07:00:00	1.09771	1.09789	1.09732	1.09751	1027	0	0
2020.04.15	08:00:00	1.09751	1.09760	1.09628	1.09632	1504	0	0
2020.04.15	09:00:00	1.09632	1.09684	1.09568	1.09583	4719	0	0
2020.04.15	10:00:00	1.09583	1.09676	1.09284	1.09296	7191	0	0
2020.04.15	11:00:00	1.09296	1.09396	1.09202	1.09322	6054	0	0
2020.04.15	12:00:00	1.09322	1.09388	1.09260	1.09341	4740	0	0
2020.04.15	13:00:00	1.09341	1.09360	1.09030	1.09076	5286	0	0
2020.04.15	14:00:00	1.09076	1.09193	1.09038	1.09138	5092	0	0
2020.04.15	15:00:00	1.09138	1.09156	1.08562	1.08603	9516	0	0
2020.04.15	16:00:00	1.08603	1.08796	1.08589	1.08697	7832	0	0
2020.04.15	17:00:00	1.08698	1.09087	1.08674	1.09041	9442	0	0
2020.04.15	18:00:00	1.09041	1.09193	1.08998	1.09079	7673	0	0
2020.04.15	19:00:00	1.09079	1.09305	1.09021	1.09169	5169	0	0
2020.04.15	20:00:00	1.09169	1.09248	1.09114	1.09177	4443	0	0
2020.04.15	21:00:00	1.09176	1.09387	1.09160	1.09217	3975	0	0
2020.04.15	22:00:00	1.09217	1.09235	1.09102	1.09133	3375	0	0
2020.04.15	23:00:00	1.09134	1.09177	1.09066	1.09066	1786	0	0
2020.04.16	00:00:00	1.09076	1.09107	1.09047	1.09079	520	0	0
2020.04.16	01:00:00	1.09079	1.09111	1.09012	1.09017	1254	0	0
2020.04.16	02:00:00	1.09017	1.09060	1.08998	1.09037	1702	0	0
2020.04.16	03:00:00	1.09037	1.09071	1.08815	1.08858	4141	0	0
2020.04.16	04:00:00	1.08858	1.08921	1.08751	1.08753	4481	0	0
2020.04.16	05:00:00	1.08753	1.08865	1.08752	1.08837	2438	0	0
2020.04.16	06:00:00	1.08837	1.08839	1.08728	1.08736	2355	0	0
2020.04.16	07:00:00	1.08736	1.08790	1.08645	1.08790	2558	0	0
2020.04.16	08:00:00	1.08790	1.08881	1.08734	1.08844	2965	0	0
2020.04.16	09:00:00	1.08844	1.09048	1.08791	1.08843	5978	0	0
2020.04.16	10:00:00	1.08843	1.08934	1.08644	1.08728	7623	0	0
2020.04.16	11:00:00	1.08728	1.08887	1.08682	1.08877	5934	0	0
2020.04.16	12:00:00	1.08877	1.08886	1.08579	1.08686	6433	0	0
2020.04.16	13:00:00	1.08687	1.08860	1.08529	1.08790	7498	0	0
2020.04.16	14:00:00	1.08790	1.08858	1.08700	1.08819	5802	0	0
2020.04.16	15:00:00	1.08819	1.09009	1.08806	1.08892	9381	0	0
2020.04.16	16:00:00	1.08892	1.08947	1.08717	1.08787	8090	0	0
2020.04.16	17:00:00	1.08787	1.08886	1.08469	1.08502	10012	0	0
2020.04.16	18:00:00	1.08502	1.08531	1.08281	1.08407	8110	0	0
2020.04.16	19:00:00	1.08407	1.08497	1.08166	1.08334	8428	0	0
2020.04.16	20:00:00	1.08332	1.08491	1.08314	1.08409	5824	0	0
2020.04.16	21:00:00	1.08409	1.08513	1.08401	1.08448	4631	0	0
2020.04.16	22:00:00	1.08447	1.08498	1.08400	1.08460	4814	0	0
2020.04.16	23:00:00	1.08460	1.08468	1.08300	1.08386	2384	0	0
2020.04.17	00:00:00	1.08386	1.08648	1.08329	1.08604	3247	0	1
2020.04.17	01:00:00	1.08604	1.08615	1.08515	1.08607	3510	0	0
2020.04.17	02:00:00	1.08608	1.08673	1.08568	1.08585	4067	0	0
2020.04.17	03:00:00	1.08585	1.08669	1.08539	1.08627	4289	0	0
2020.04.17	04:00:00	1.08626	1.08785	1.08616	1.08730	4661	0	0
2020.04.17	05:00:00	1.08730	1.08763	1.08643	1.08727	2918	0	0
2020.04.17	06:00:00	1.08728	1.08739	1.08663	1.08666	1958	0	0
2020.04.17	07:00:00	1.08665	1.08742	1.08638	1.08705	1412	0	0
2020.04.17	08:00:00	1.08705	1.08725	1.08635	1.08656	1878	0	0
2020.04.17	09:00:00	1.08656	1.08666	1.08452	1.08539	5699	0	0
2020.04.17	10:00:00	1.08539	1.08590	1.08199	1.08286	8160	0	0
2020.04.17	11:00:00	1.08287	1.08366	1.08171	1.08291	7037	0	0
2020.04.17	12:00:00	1.08291	1.08304	1.08151	1.08194	6060	0	0
2020.04.17	13:00:00	1.08194	1.08366	1.08119	1.08358	5919	0	0
2020.04.17	14:00:00	1.08358	1.08504	1.08338	1.08481	6227	0	0
2020.04.17	15:00:00	1.08481	1.08733	1.08437	1.08643	9778	0	0
2020.04.17	16:00:00	1.08643	1.08884	1.08602	1.08859	8983	0	0
2020.04.17	17:00:00	1.08859	1.08925	1.08716	1.08905	9869	0	0
2020.04.17	18:00:00	1.08905	1.08910	1.08735	1.08830	6394	0	0
2020.04.17	19:00:00	1.08830	1.08842	1.08592	1.08668	5966	0	0
2020.04.17	20:00:00	1.08668	1.08848	1.08667	1.08759	4978	0	0
2020.04.17	21:00:00	1.08759	1.08771	1.08658	1.08682	4556	0	0
2020.04.17	22:00:00	1.08681	1.08737	1.08640	1.08689	4742	0	0
2020.04.17	23:00:00	1.08689	1.08754	1.08643	1.08739	2137	0	0
2020.04.20	00:00:00	1.08625	1.08784	1.08625	1.08720	2632	0	1
2020.04.20	01:00:00	1.08720	1.08740	1.08646	1.08674	1586	0	1
2020.04.20	02:00:00	1.08674	1.08707	1.08634	1.08635	1180	0	0
2020.04.20	03:00:00	1.08635	1.08685	1.08563	1.08605	3084	0	0
2020.04.20	04:00:00	1.08605	1.08645	1.08578	1.08641	2731	0	0
2020.04.20	05:00:00	1.08641	1.08716	1.08618	1.08620	2080	0	0
2020.04.20	06:00:00	1.08620	1.08651	1.08589	1.08609	1722	0	0
2020.04.20	07:00:00	1.08609	1.08721	1.08608	1.08708	1982	0	0
2020.04.20	08:00:00	1.08708	1.08711	1.08526	1.08553	2020	0	0
2020.04.20	09:00:00	1.08553	1.08570	1.08411	1.08554	4976	0	0
2020.04.20	10:00:00	1.08554	1.08690	1.08515	1.08683	5904	0	0
2020.04.20	11:00:00	1.08682	1.08794	1.08594	1.08788	4599	0	0
2020.04.20	12:00:00	1.08788	1.08965	1.08777	1.08822	5293	0	0
2020.04.20	13:00:00	1.08822	1.08826	1.08575	1.08634	4804	0	0
2020.04.20	14:00:00	1.08635	1.08665	1.08511	1.08561	5294	0	0
2020.04.20	15:00:00	1.08561	1.08679	1.08497	1.08626	5854	0	0
2020.04.20	16:00:00	1.08626	1.08708	1.08500	1.08644	6556	0	0
2020.04.20	17:00:00	1.08644	1.08872	1.08613	1.08807	7923	0	0
2020.04.20	18:00:00	1.08807	1.08843	1.08687	1.08724	5591	0	0
2020.04.20	19:00:00	1.08724	1.08840	1.08693	1.08701	4706	0	0
2020.04.20	20:00:00	1.08701	1.08729	1.08625	1.08685	3021	0	0
2020.04.20	21:00:00	1.08685	1.08710	1.08577	1.08610	3584	0	0
2020.04.20	22:00:00	1.08610	1.08666	1.08565	1.08566	3736	0	0
2020.04.20	23:00:00	1.08566	1.08653	1.08550	1.08607	1721	0	0
2020.04.21	00:00:00	1.08611	1.08701	1.08591	1.08686	1599	0	0
2020.04.21	01:00:00	1.08686	1.08686	1.08617	1.08642	2360	0	1
2020.04.21	02:00:00	1.08642	1.08654	1.08605	1.08636	1047	0	0
2020.04.21	03:00:00	1.08636	1.08639	1.08533	1.08559	2207	0	0
2020.04.21	04:00:00	1.08561	1.08593	1.08454	1.08460	2357	0	0
2020.04.21	05:00:00	1.08460	1.08484	1.08256	1.08308	4735	0	0
2020.04.21	06:00:00	1.08308	1.08382	1.08295	1.08374	2395	0	0
2020.04.21	07:00:00	1.08374	1.08386	1.08299	1.08328	1547	0	0
2020.04.21	08:00:00	1.08327	1.08419	1.08284	1.08414	2438	0	0
2020.04.21	09:00:00	1.08414	1.08458	1.08358	1.08391	4311	0	0
2020.04.21	10:00:00	1.08391	1.08437	1.08264	1.08306	5668	0	0
