Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,92.76000213623047,93.73500061035156,91.28299713134766,92.29499816894531,92.29499816894531,0
2010-01-11,92.37899780273438,92.62999725341797,90.48999786376953,90.85600280761719,90.85600280761719,0
2010-01-18,90.8290023803711,91.85800170898438,89.5,89.9800033569336,89.9800033569336,0
2010-01-25,89.9800033569336,90.87899780273438,89.13300323486328,90.2300033569336,90.2300033569336,0
2010-02-01,90.26000213623047,91.25,88.55000305175781,89.2490005493164,89.2490005493164,0
2010-02-08,89.26000213623047,90.37899780273438,89.13999938964844,90.08999633789062,90.08999633789062,0
2010-02-15,90.06800079345703,92.12000274658203,89.70999908447266,91.60299682617188,91.60299682617188,0
2010-02-22,91.62899780273438,91.86000061035156,88.55000305175781,88.88999938964844,88.88999938964844,0
2010-03-01,88.84400177001953,90.66200256347656,88.12999725341797,90.55699920654297,90.55699920654297,0
2010-03-08,90.61000061035156,91.04900360107422,89.62999725341797,90.69999694824219,90.69999694824219,0
2010-03-15,90.7030029296875,90.79100036621094,89.76100158691406,90.44499969482422,90.44499969482422,0
2010-03-22,90.43900299072266,92.93599700927734,89.86799621582031,92.4260025024414,92.4260025024414,0
2010-03-29,92.43000030517578,94.76000213623047,92.11699676513672,94.54000091552734,94.54000091552734,0
2010-04-05,94.55000305175781,94.58899688720703,92.5,93.16000366210938,93.16000366210938,0
2010-04-12,93.12000274658203,93.69000244140625,91.81999969482422,91.9000015258789,91.9000015258789,0
2010-04-19,91.93000030517578,94.28800201416016,91.58999633789062,94.06999969482422,94.06999969482422,0
2010-04-26,94.08000183105469,94.57099914550781,92.83200073242188,94.0,94.0,0
2010-05-03,94.00800323486328,94.96399688720703,88.26000213623047,92.04000091552734,92.04000091552734,0
2010-05-10,92.0999984741211,93.58599853515625,91.8010025024414,92.34600067138672,92.34600067138672,0
2010-05-17,92.33200073242188,92.93000030517578,89.03900146484375,90.18800354003906,90.18800354003906,0
2010-05-24,90.12000274658203,91.39600372314453,89.24800109863281,90.9800033569336,90.9800033569336,0
2010-05-31,90.94000244140625,92.86799621582031,90.52999877929688,91.55000305175781,91.55000305175781,0
2010-06-07,91.56999969482422,92.06400299072266,90.8550033569336,91.69000244140625,91.69000244140625,0
2010-06-14,91.70999908447266,92.07599639892578,89.8499984741211,90.4000015258789,90.4000015258789,0
2010-06-21,90.4000015258789,91.4520034790039,89.1500015258789,89.36299896240234,89.36299896240234,0
2010-06-28,89.37000274658203,89.44499969482422,86.0,87.73999786376953,87.73999786376953,0
2010-07-05,87.7509994506836,88.80000305175781,87.02549743652344,88.66000366210938,88.66000366210938,0
2010-07-12,88.64900207519531,89.13700103759766,85.81999969482422,86.54000091552734,86.54000091552734,0
2010-07-19,86.52400207519531,87.77999877929688,86.05000305175781,87.52999877929688,87.52999877929688,0
2010-07-26,87.51000213623047,88.09100341796875,85.99800109863281,86.4000015258789,86.4000015258789,0
2010-08-02,86.37999725341797,86.86100006103516,85.03600311279297,85.83300018310547,85.83300018310547,0
2010-08-09,85.34400177001953,86.33399963378906,84.74800109863281,86.0739974975586,86.0739974975586,0
2010-08-16,86.14099884033203,86.1500015258789,84.87999725341797,85.34400177001953,85.34400177001953,0
2010-08-23,85.55000305175781,85.63300323486328,83.61900329589844,84.34600067138672,84.34600067138672,0
2010-08-30,85.49800109863281,85.89199829101562,83.73200225830078,84.25,84.25,0
2010-09-06,84.41999816894531,84.48200225830078,83.35099792480469,83.93000030517578,83.93000030517578,0
2010-09-13,84.33399963378906,85.91000366210938,82.87000274658203,85.8479995727539,85.8479995727539,0
2010-09-20,85.69000244140625,85.78700256347656,84.12200164794922,84.51000213623047,84.51000213623047,0
2010-09-27,84.31199645996094,84.37999725341797,83.12999725341797,83.56999969482422,83.56999969482422,0
2010-10-04,83.3499984741211,83.94200134277344,81.7509994506836,82.37999725341797,82.37999725341797,0
2010-10-11,81.802001953125,82.32599639892578,80.86000061035156,81.47000122070312,81.47000122070312,0
2010-10-18,81.37000274658203,81.90599822998047,80.88300323486328,81.30000305175781,81.30000305175781,0
2010-10-25,81.31999969482422,81.97200012207031,80.44999694824219,81.67900085449219,81.67900085449219,0
2010-11-01,80.572998046875,81.46700286865234,80.31999969482422,80.7760009765625,80.7760009765625,0
2010-11-08,81.16899871826172,82.77200317382812,80.5199966430664,82.41000366210938,82.41000366210938,0
2010-11-15,82.4800033569336,83.66999816894531,82.38999938964844,83.54000091552734,83.54000091552734,0
2010-11-22,83.46399688720703,84.1719970703125,82.79000091552734,83.62999725341797,83.62999725341797,0
2010-11-29,84.1729965209961,84.38999938964844,82.53299713134766,83.7490005493164,83.7490005493164,0
2010-12-06,82.7699966430664,84.28700256347656,82.31999969482422,83.81600189208984,83.81600189208984,0
2010-12-13,83.96800231933594,84.39700317382812,82.83000183105469,84.05000305175781,84.05000305175781,0
2010-12-20,84.01599884033203,84.10299682617188,82.86000061035156,83.0199966430664,83.0199966430664,0
2010-12-27,82.90899658203125,82.96399688720703,80.95999908447266,81.4800033569336,81.4800033569336,0
2011-01-03,81.13999938964844,83.65799713134766,81.12000274658203,83.30000305175781,83.30000305175781,0
2011-01-10,83.06900024414062,83.48300170898438,82.40899658203125,82.76200103759766,82.76200103759766,0
2011-01-17,82.88899993896484,83.0790023803711,82.00900268554688,82.91999816894531,82.91999816894531,0
2011-01-24,82.58000183105469,83.15899658203125,81.98899841308594,82.88500213623047,82.88500213623047,0
2011-01-31,82.09700012207031,82.23100280761719,81.3499984741211,81.6500015258789,81.6500015258789,0
2011-02-07,82.22000122070312,83.66200256347656,81.76799774169922,83.33999633789062,83.33999633789062,0
2011-02-14,83.41999816894531,83.95500183105469,83.0989990234375,83.29000091552734,83.29000091552734,0
2011-02-21,83.10600280761719,83.4010009765625,81.64900207519531,82.0469970703125,82.0469970703125,0
2011-02-28,81.62000274658203,82.91000366210938,81.5999984741211,82.36699676513672,82.36699676513672,0
2011-03-07,82.3499984741211,83.27999877929688,81.78099822998047,82.91799926757812,82.91799926757812,0
2011-03-14,81.30000305175781,82.37000274658203,78.25,79.5,79.5,0
2011-03-21,80.95999908447266,81.36599731445312,80.69999694824219,81.01399993896484,81.01399993896484,0
2011-03-28,81.45099639892578,84.69000244140625,81.43599700927734,83.36000061035156,83.36000061035156,0
2011-04-04,84.21900177001953,85.48999786376953,83.8499984741211,84.95999908447266,84.95999908447266,0
2011-04-11,85.04100036621094,85.14900207519531,82.95999908447266,83.78299713134766,83.78299713134766,0
2011-04-18,83.1500015258789,83.2490005493164,81.5999984741211,81.89700317382812,81.89700317382812,0
2011-04-25,81.88999938964844,82.71800231933594,81.11699676513672,81.52999877929688,81.52999877929688,0
2011-05-02,81.2300033569336,81.68099975585938,79.5979995727539,80.41699981689453,80.41699981689453,0
2011-05-09,80.69999694824219,81.31099700927734,80.16999816894531,81.04000091552734,81.04000091552734,0
2011-05-16,80.80999755859375,82.21299743652344,80.66000366210938,81.71399688720703,81.71399688720703,0
2011-05-23,81.7300033569336,82.18000030517578,80.70999908447266,81.2699966430664,81.2699966430664,0
2011-05-30,80.83300018310547,81.74800109863281,80.05999755859375,80.97000122070312,80.97000122070312,0
2011-06-06,80.23999786376953,80.38700103759766,79.70999908447266,80.29000091552734,80.29000091552734,0
2011-06-13,80.33200073242188,81.03600311279297,80.02100372314453,80.5770034790039,80.5770034790039,0
2011-06-20,80.05500030517578,80.7699966430664,80.00800323486328,80.44000244140625,80.44000244140625,0
2011-06-27,80.46399688720703,81.1760025024414,80.26000213623047,80.5999984741211,80.5999984741211,0
2011-07-04,80.8479995727539,81.45899963378906,80.5,81.2300033569336,81.2300033569336,0
2011-07-11,80.6500015258789,80.81099700927734,78.50299835205078,79.18000030517578,79.18000030517578,0
2011-07-18,79.11799621582031,79.29900360107422,78.2699966430664,78.58399963378906,78.58399963378906,0
2011-07-25,78.37999725341797,78.50499725341797,77.01000213623047,77.7300033569336,77.7300033569336,0
2011-08-01,77.20999908447266,80.22599792480469,76.36900329589844,79.29000091552734,79.29000091552734,0
2011-08-08,78.24500274658203,78.38999938964844,76.30999755859375,76.86000061035156,76.86000061035156,0
2011-08-15,76.81900024414062,77.06999969482422,76.0199966430664,76.63700103759766,76.63700103759766,0
2011-08-22,76.77999877929688,77.45999908447266,76.45999908447266,77.43499755859375,77.43499755859375,0
2011-08-29,76.697998046875,77.19100189208984,76.4219970703125,76.86000061035156,76.86000061035156,0
2011-09-05,76.89199829101562,77.84500122070312,76.68000030517578,77.50800323486328,77.50800323486328,0
2011-09-12,77.47000122070312,77.58000183105469,76.55000305175781,76.73400115966797,76.73400115966797,0
2011-09-19,76.91000366210938,76.96900177001953,76.12999725341797,76.30599975585938,76.30599975585938,0
2011-09-26,76.51000213623047,77.12999725341797,76.2300033569336,76.76499938964844,76.76499938964844,0
2011-10-03,77.20999908447266,77.23100280761719,76.51000213623047,76.65799713134766,76.65799713134766,0
2011-10-10,76.7699966430664,77.4729995727539,76.35600280761719,76.87999725341797,76.87999725341797,0
2011-10-17,77.22000122070312,77.43199920654297,75.95999908447266,76.86000061035156,76.86000061035156,0
2011-10-24,76.23999786376953,76.43499755859375,75.6500015258789,75.93000030517578,75.93000030517578,0
2011-10-31,75.75,79.5199966430664,75.56999969482422,78.0530014038086,78.0530014038086,0
2011-11-07,78.16000366210938,78.17500305175781,77.05400085449219,77.6520004272461,77.6520004272461,0
2011-11-14,77.14299774169922,77.3239974975586,76.56099700927734,76.95800018310547,76.95800018310547,0
2011-11-21,76.8499984741211,77.72799682617188,76.73999786376953,77.16600036621094,77.16600036621094,0
2011-11-28,77.66799926757812,78.27799987792969,77.3239974975586,77.75,77.75,0
2011-12-05,78.08999633789062,78.08999633789062,77.16300201416016,77.68000030517578,77.68000030517578,0
2011-12-12,77.61000061035156,78.13999938964844,77.58300018310547,77.83999633789062,77.83999633789062,0
2011-12-19,77.80999755859375,78.22000122070312,77.68199920654297,78.16000366210938,78.16000366210938,0
2011-12-26,78.08000183105469,78.0999984741211,76.7699966430664,77.02999877929688,77.02999877929688,0
2012-01-02,77.05000305175781,77.30899810791016,76.5999984741211,76.94000244140625,76.94000244140625,0
2012-01-09,76.93299865722656,77.12000274658203,76.6500015258789,76.88999938964844,76.88999938964844,0
2012-01-16,76.91999816894531,77.29000091552734,76.56900024414062,76.97000122070312,76.97000122070312,0
2012-01-23,76.97000122070312,78.27999877929688,76.6500015258789,76.73999786376953,76.73999786376953,0
