<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.12.30	00:00:00	1.04844	1.06522	1.04827	1.05358	52505	40917980000	0
2016.12.30	08:00:00	1.05358	1.05912	1.05054	1.05432	51210	40216462000	7
2016.12.30	16:00:00	1.05430	1.05771	1.05068	1.05068	44942	35632414000	7
2017.01.02	00:00:00	1.05100	1.05275	1.05091	1.05108	3985	3626262000	0
2017.01.02	08:00:00	1.05108	1.05234	1.04608	1.04654	34612	24705882000	7
2017.01.02	16:00:00	1.04654	1.04774	1.04480	1.04519	34323	33981961000	7
2017.01.03	00:00:00	1.04524	1.04898	1.04476	1.04818	29929	29022181000	7
2017.01.03	08:00:00	1.04818	1.04888	1.03747	1.03910	55952	48526748000	7
2017.01.03	16:00:00	1.03911	1.04336	1.03399	1.04044	53454	47147006000	7
2017.01.04	00:00:00	1.04044	1.04237	1.03895	1.04063	34183	28493761000	7
2017.01.04	08:00:00	1.04062	1.04459	1.03989	1.04387	53466	46141585000	7
2017.01.04	16:00:00	1.04389	1.04996	1.04362	1.04871	50941	45911048000	7
2017.01.05	00:00:00	1.04871	1.05631	1.04804	1.05411	43275	33424628000	7
2017.01.05	08:00:00	1.05411	1.05744	1.04820	1.05302	69403	58707660000	7
2017.01.05	16:00:00	1.05300	1.06149	1.05275	1.06055	58158	47873006000	7
2017.01.06	00:00:00	1.06005	1.06127	1.05754	1.05822	37666	33474314000	0
2017.01.06	08:00:00	1.05822	1.06207	1.05390	1.05435	56201	42228769000	7
2017.01.06	16:00:00	1.05439	1.05826	1.05235	1.05235	52141	42641115000	7
2017.01.09	00:00:00	1.05292	1.05441	1.05161	1.05237	25994	22459726000	0
2017.01.09	08:00:00	1.05236	1.05557	1.05104	1.05344	56370	42752320000	7
2017.01.09	16:00:00	1.05341	1.05826	1.05243	1.05723	43436	35336191000	7
2017.01.10	00:00:00	1.05718	1.06268	1.05701	1.06092	43548	33296579000	0
2017.01.10	08:00:00	1.06088	1.06198	1.05583	1.05744	57885	42944174000	7
2017.01.10	16:00:00	1.05744	1.06046	1.05506	1.05534	46090	38706366000	7
2017.01.11	00:00:00	1.05530	1.05656	1.05359	1.05494	32183	26983230000	0
2017.01.11	08:00:00	1.05492	1.05665	1.04937	1.05127	50986	41084193000	7
2017.01.11	16:00:00	1.05127	1.06226	1.04534	1.05818	97690	79022083000	7
2017.01.12	00:00:00	1.05818	1.06134	1.05710	1.06107	41804	34239166000	0
2017.01.12	08:00:00	1.06107	1.06844	1.06045	1.06522	75582	56337007000	7
2017.01.12	16:00:00	1.06522	1.06752	1.06103	1.06109	63353	48199521000	7
2017.01.13	00:00:00	1.06104	1.06192	1.06034	1.06168	29771	24042219000	7
2017.01.13	08:00:00	1.06167	1.06730	1.06140	1.06449	57194	41271294000	7
2017.01.13	16:00:00	1.06451	1.06525	1.05959	1.06420	54007	38741964000	7
2017.01.16	00:00:00	1.06023	1.06355	1.06023	1.06203	31635	26846336000	0
2017.01.16	08:00:00	1.06205	1.06291	1.05789	1.05923	51276	37778134000	7
2017.01.16	16:00:00	1.05923	1.06084	1.05891	1.05946	35012	28382880000	7
2017.01.17	00:00:00	1.05946	1.06588	1.05893	1.06571	31878	27022265000	0
2017.01.17	08:00:00	1.06569	1.07190	1.06399	1.06913	84699	64712208000	7
2017.01.17	16:00:00	1.06915	1.07163	1.06892	1.07120	55034	44217719000	7
2017.01.18	00:00:00	1.07111	1.07150	1.06809	1.06843	31467	24529726000	0
2017.01.18	08:00:00	1.06842	1.07042	1.06551	1.06679	56031	45963778000	7
2017.01.18	16:00:00	1.06680	1.07026	1.06278	1.06286	57556	49188303000	7
2017.01.19	00:00:00	1.06288	1.06449	1.06218	1.06387	33827	29328501000	0
2017.01.19	08:00:00	1.06385	1.06763	1.06025	1.06190	63202	49229951000	7
2017.01.19	16:00:00	1.06189	1.06691	1.05888	1.06627	70201	56664042000	7
2017.01.20	00:00:00	1.06610	1.06931	1.06519	1.06721	32734	27031108000	7
2017.01.20	08:00:00	1.06720	1.06917	1.06248	1.06562	58655	52668122000	7
2017.01.20	16:00:00	1.06561	1.07090	1.06515	1.06982	69683	64632512000	7
2017.01.23	00:00:00	1.07004	1.07495	1.06930	1.07479	38829	33884169000	0
2017.01.23	08:00:00	1.07481	1.07544	1.07090	1.07298	58473	50103961000	7
2017.01.23	16:00:00	1.07298	1.07688	1.07059	1.07631	59679	49357332000	7
2017.01.24	00:00:00	1.07643	1.07719	1.07449	1.07549	36517	31820381000	0
2017.01.24	08:00:00	1.07549	1.07567	1.07250	1.07470	56875	51199539000	7
2017.01.24	16:00:00	1.07469	1.07745	1.07199	1.07310	48681	41067060000	7
2017.01.25	00:00:00	1.07288	1.07376	1.07215	1.07260	31068	27295290000	0
2017.01.25	08:00:00	1.07256	1.07694	1.07109	1.07445	55885	47396343000	7
2017.01.25	16:00:00	1.07443	1.07538	1.07196	1.07465	52128	45851113000	7
2017.01.26	00:00:00	1.07477	1.07653	1.07447	1.07553	29073	28049882000	0
2017.01.26	08:00:00	1.07553	1.07564	1.06884	1.06966	61319	55963487000	7
2017.01.26	16:00:00	1.06967	1.07044	1.06572	1.06810	55742	45381425000	7
2017.01.27	00:00:00	1.06794	1.06884	1.06679	1.06715	29786	28035404000	0
2017.01.27	08:00:00	1.06715	1.07085	1.06579	1.06980	55484	45900949000	7
2017.01.27	16:00:00	1.06981	1.07247	1.06787	1.06968	44639	39521888000	7
2017.01.30	00:00:00	1.07023	1.07399	1.07023	1.07239	27938	24766428000	0
2017.01.30	08:00:00	1.07239	1.07250	1.06200	1.06442	54935	47309907000	7
2017.01.30	16:00:00	1.06442	1.07090	1.06399	1.06920	47551	38674391000	7
2017.01.31	00:00:00	1.06921	1.07122	1.06906	1.06995	35652	32703675000	7
2017.01.31	08:00:00	1.06995	1.07648	1.06843	1.07550	70711	65518846000	7
2017.01.31	16:00:00	1.07550	1.08120	1.07484	1.07968	61878	53188291000	7
2017.02.01	00:00:00	1.07958	1.08043	1.07872	1.07903	28836	25974327000	0
2017.02.01	08:00:00	1.07903	1.08070	1.07599	1.07602	55742	50545352000	7
2017.02.01	16:00:00	1.07599	1.07888	1.07298	1.07675	63155	57822871000	7
2017.02.02	00:00:00	1.07668	1.07952	1.07619	1.07922	34876	29913512000	0
2017.02.02	08:00:00	1.07920	1.08284	1.07775	1.08140	66154	59931435000	7
2017.02.02	16:00:00	1.08143	1.08234	1.07556	1.07569	49359	42400148000	7
2017.02.03	00:00:00	1.07570	1.07715	1.07451	1.07573	35765	29854588000	0
2017.02.03	08:00:00	1.07572	1.07748	1.07106	1.07556	51579	46869523000	7
2017.02.03	16:00:00	1.07556	1.07973	1.07553	1.07789	51330	42580843000	7
2017.02.06	00:00:00	1.07848	1.07906	1.07728	1.07743	24102	19251884000	0
2017.02.06	08:00:00	1.07742	1.07772	1.07080	1.07128	55006	48832987000	7
2017.02.06	16:00:00	1.07128	1.07547	1.07053	1.07488	48977	47506754000	7
2017.02.07	00:00:00	1.07392	1.07492	1.07039	1.07124	33370	31181514000	0
2017.02.07	08:00:00	1.07123	1.07127	1.06558	1.06754	51662	41971566000	7
2017.02.07	16:00:00	1.06754	1.07058	1.06625	1.06820	44232	39210598000	7
2017.02.08	00:00:00	1.06795	1.06909	1.06674	1.06766	28255	26094102000	0
2017.02.08	08:00:00	1.06766	1.06801	1.06402	1.06697	48668	39324665000	7
2017.02.08	16:00:00	1.06698	1.07138	1.06698	1.06969	51267	43419385000	7
2017.02.09	00:00:00	1.06971	1.06994	1.06762	1.06804	30394	28253873000	0
2017.02.09	08:00:00	1.06802	1.07092	1.06698	1.06815	43592	31379990000	7
2017.02.09	16:00:00	1.06815	1.06937	1.06505	1.06541	48363	41465234000	7
2017.02.10	00:00:00	1.06552	1.06674	1.06492	1.06528	29515	28465749000	0
2017.02.10	08:00:00	1.06528	1.06633	1.06160	1.06189	44963	36042123000	7
2017.02.10	16:00:00	1.06190	1.06525	1.06072	1.06377	52184	49915029000	7
2017.02.13	00:00:00	1.06276	1.06359	1.06116	1.06278	28236	27437799000	0
2017.02.13	08:00:00	1.06278	1.06581	1.06204	1.06234	42574	38644600000	7
2017.02.13	16:00:00	1.06234	1.06245	1.05917	1.05972	40320	40662381000	7
2017.02.14	00:00:00	1.05948	1.06227	1.05910	1.06190	23630	21271789000	0
2017.02.14	08:00:00	1.06195	1.06331	1.06063	1.06126	44899	35665151000	7
2017.02.14	16:00:00	1.06127	1.06145	1.05607	1.05764	53687	46474402000	7
2017.02.15	00:00:00	1.05738	1.05859	1.05648	1.05786	29016	27077162000	7
2017.02.15	08:00:00	1.05784	1.05822	1.05210	1.05337	48218	43227520000	7
2017.02.15	16:00:00	1.05338	1.06090	1.05310	1.05991	52449	45779348000	7
2017.02.16	00:00:00	1.05980	1.06239	1.05906	1.06205	28075	26212700000	0
2017.02.16	08:00:00	1.06204	1.06553	1.05996	1.06367	50902	45964564000	7
2017.02.16	16:00:00	1.06366	1.06790	1.06326	1.06727	50229	44318281000	7
2017.02.17	00:00:00	1.06725	1.06762	1.06609	1.06711	22828	21810638000	0
2017.02.17	08:00:00	1.06709	1.06731	1.06369	1.06549	52410	46659230000	7
2017.02.17	16:00:00	1.06550	1.06668	1.06051	1.06056	42587	36300475000	7
2017.02.20	00:00:00	1.06069	1.06326	1.06029	1.06140	29001	27799149000	0
2017.02.20	08:00:00	1.06138	1.06296	1.06041	1.06204	38582	32735969000	7
2017.02.20	16:00:00	1.06207	1.06271	1.06070	1.06103	27166	24604128000	7
2017.02.21	00:00:00	1.06099	1.06149	1.05767	1.05845	27343	26094993000	7
2017.02.21	08:00:00	1.05846	1.05888	1.05295	1.05368	47598	41271066000	7
2017.02.21	16:00:00	1.05368	1.05518	1.05255	1.05349	39668	33359081000	7
2017.02.22	00:00:00	1.05345	1.05560	1.05332	1.05443	24760	22655532000	0
2017.02.22	08:00:00	1.05442	1.05448	1.04933	1.05140	51228	41574375000	7
2017.02.22	16:00:00	1.05141	1.05737	1.04958	1.05573	54437	45308701000	7
2017.02.23	00:00:00	1.05526	1.05720	1.05437	1.05655	25782	22997790000	0
2017.02.23	08:00:00	1.05656	1.05850	1.05373	1.05792	49443	38295828000	7
2017.02.23	16:00:00	1.05791	1.05949	1.05634	1.05804	39489	33474386000	7
2017.02.24	00:00:00	1.05778	1.05858	1.05692	1.05803	22727	20863563000	0
2017.02.24	08:00:00	1.05803	1.06176	1.05703	1.06134	46869	38994019000	7
2017.02.24	16:00:00	1.06134	1.06149	1.05513	1.05513	45362	40269133000	7
2017.02.27	00:00:00	1.05622	1.05748	1.05511	1.05675	27517	25318201000	0
2017.02.27	08:00:00	1.05675	1.06011	1.05633	1.05986	38997	33288689000	7
2017.02.27	16:00:00	1.05987	1.06304	1.05803	1.05851	45492	38864254000	7
2017.02.28	00:00:00	1.05851	1.05952	1.05680	1.05943	24257	23198810000	7
2017.02.28	08:00:00	1.05940	1.06075	1.05759	1.05950	45926	38602085000	7
2017.02.28	16:00:00	1.05950	1.06298	1.05707	1.05757	49483	43551463000	7
2017.03.01	00:00:00	1.05731	1.05890	1.05504	1.05552	42960	39095967000	7
2017.03.01	08:00:00	1.05552	1.05600	1.05138	1.05250	57725	49339494000	7
2017.03.01	16:00:00	1.05251	1.05714	1.05198	1.05459	44979	38399728000	7
2017.03.02	00:00:00	1.05457	1.05512	1.05278	1.05305	25777	23148731000	7
2017.03.02	08:00:00	1.05309	1.05454	1.05079	1.05137	48733	41763494000	7
2017.03.02	16:00:00	1.05139	1.05279	1.04946	1.05059	45232	40082252000	7
2017.03.03	00:00:00	1.05058	1.05229	1.05015	1.05176	24706	24070822000	0
2017.03.03	08:00:00	1.05175	1.05731	1.05102	1.05683	51984	49485107000	7
2017.03.03	16:00:00	1.05684	1.06236	1.05423	1.06166	56174	51917368000	7
2017.03.06	00:00:00	1.06033	1.06211	1.05994	1.06037	25568	25261246000	7
2017.03.06	08:00:00	1.06036	1.06397	1.05764	1.05972	48592	45019507000	7
2017.03.06	16:00:00	1.05973	1.06076	1.05745	1.05803	35905	33857849000	7
2017.03.07	00:00:00	1.05806	1.05930	1.05724	1.05851	23656	21875636000	7
2017.03.07	08:00:00	1.05849	1.06022	1.05580	1.05690	43611	40940735000	7
2017.03.07	16:00:00	1.05689	1.05884	1.05606	1.05655	34691	31991601000	7
2017.03.08	00:00:00	1.05635	1.05738	1.05578	1.05630	22323	20765721000	7
2017.03.08	08:00:00	1.05629	1.05728	1.05345	1.05535	47638	44359608000	7
2017.03.08	16:00:00	1.05536	1.05621	1.05358	1.05392	44321	42233205000	7
2017.03.09	00:00:00	1.05392	1.05473	1.05276	1.05323	24437	23811630000	7
2017.03.09	08:00:00	1.05323	1.05924	1.05247	1.05841	59002	52412245000	7
2017.03.09	16:00:00	1.05845	1.06151	1.05662	1.05756	56766	48280530000	7
2017.03.10	00:00:00	1.05737	1.06023	1.05721	1.05977	23539	20895390000	7
2017.03.10	08:00:00	1.05978	1.06464	1.05877	1.06458	50494	43742760000	7
2017.03.10	16:00:00	1.06457	1.06988	1.06197	1.06712	59821	54543612000	7
2017.03.13	00:00:00	1.06832	1.07064	1.06782	1.06974	26494	22643366000	7
2017.03.13	08:00:00	1.06976	1.07141	1.06555	1.06701	62572	55692837000	7
2017.03.13	16:00:00	1.06701	1.06788	1.06519	1.06535	35369	33006224000	7
2017.03.14	00:00:00	1.06533	1.06596	1.06446	1.06591	22818	22041195000	0
2017.03.14	08:00:00	1.06590	1.06624	1.06257	1.06286	52871	48891419000	7
2017.03.14	16:00:00	1.06285	1.06464	1.05995	1.06077	38561	35127443000	7
2017.03.15	00:00:00	1.06077	1.06205	1.06042	1.06196	21319	20070410000	7
2017.03.15	08:00:00	1.06195	1.06389	1.06070	1.06153	47458	42911566000	7
2017.03.15	16:00:00	1.06152	1.07397	1.06120	1.07360	61304	49224733000	7
2017.03.16	00:00:00	1.07359	1.07461	1.07192	1.07260	33044	29294714000	0
2017.03.16	08:00:00	1.07260	1.07404	1.07053	1.07258	58899	48759001000	7
2017.03.16	16:00:00	1.07259	1.07738	1.07071	1.07715	47508	42685260000	7
2017.03.17	00:00:00	1.07715	1.07742	1.07643	1.07709	19496	16561709000	0
2017.03.17	08:00:00	1.07710	1.07821	1.07272	1.07425	57430	52175216000	7
2017.03.17	16:00:00	1.07425	1.07561	1.07308	1.07362	37228	35417504000	7
2017.03.20	00:00:00	1.07384	1.07646	1.07360	1.07641	17937	16205757000	7
2017.03.20	08:00:00	1.07639	1.07770	1.07434	1.07520	46661	39755161000	7
2017.03.20	16:00:00	1.07520	1.07577	1.07249	1.07363	32405	28562293000	7
2017.03.21	00:00:00	1.07363	1.07695	1.07189	1.07603	26505	23093898000	7
2017.03.21	08:00:00	1.07604	1.08157	1.07591	1.08152	53816	48694854000	7
2017.03.21	16:00:00	1.08152	1.08190	1.07932	1.08060	49630	44455768000	7
2017.03.22	00:00:00	1.08061	1.08172	1.07883	1.07996	26140	24163500000	0
2017.03.22	08:00:00	1.07996	1.08183	1.07755	1.07996	54866	45615151000	7
2017.03.22	16:00:00	1.07997	1.08245	1.07898	1.07919	46128	40590994000	7
2017.03.23	00:00:00	1.07919	1.07958	1.07813	1.07898	21231	20221319000	0
2017.03.23	08:00:00	1.07898	1.08047	1.07677	1.07846	52217	46100555000	7
2017.03.23	16:00:00	1.07845	1.07934	1.07736	1.07822	46259	41658520000	7
2017.03.24	00:00:00	1.07821	1.07854	1.07600	1.07676	23338	22114043000	7
2017.03.24	08:00:00	1.07677	1.08124	1.07606	1.07978	46670	40307648000	7
2017.03.24	16:00:00	1.07977	1.08178	1.07902	1.07957	40950	37713532000	7
2017.03.27	00:00:00	1.08316	1.08494	1.08266	1.08434	27723	22653148000	0
2017.03.27	08:00:00	1.08436	1.08960	1.08430	1.08938	46836	40605230000	7
2017.03.27	16:00:00	1.08938	1.09057	1.08609	1.08638	40488	34568318000	7
2017.03.28	00:00:00	1.08637	1.08682	1.08550	1.08656	17637	17491174000	7
2017.03.28	08:00:00	1.08656	1.08723	1.08451	1.08588	40539	37039670000	7
2017.03.28	16:00:00	1.08587	1.08717	1.07985	1.08123	43514	41944426000	7
2017.03.29	00:00:00	1.08117	1.08263	1.08079	1.08145	22868	21738117000	0
2017.03.29	08:00:00	1.08146	1.08146	1.07396	1.07635	50672	46452804000	7
2017.03.29	16:00:00	1.07634	1.07729	1.07439	1.07640	37245	32262064000	7
2017.03.30	00:00:00	1.07647	1.07695	1.07413	1.07530	20748	19762298000	0
2017.03.30	08:00:00	1.07530	1.07677	1.07205	1.07213	45014	43565663000	7
2017.03.30	16:00:00	1.07213	1.07530	1.06717	1.06740	44189	43435545000	7
2017.03.31	00:00:00	1.06742	1.06883	1.06727	1.06750	22904	22247322000	7
2017.03.31	08:00:00	1.06748	1.06972	1.06697	1.06777	43755	41389595000	7
2017.03.31	16:00:00	1.06777	1.07017	1.06462	1.06462	44682	42533033000	7
2017.04.03	00:00:00	1.06591	1.06806	1.06568	1.06793	19215	19752327000	7
2017.04.03	08:00:00	1.06791	1.06807	1.06495	1.06622	38413	36517154000	7
2017.04.03	16:00:00	1.06621	1.06794	1.06421	1.06683	38268	38516499000	7
2017.04.04	00:00:00	1.06690	1.06733	1.06628	1.06706	17652	17067482000	7
2017.04.04	08:00:00	1.06705	1.06742	1.06354	1.06548	38938	37912378000	7
2017.04.04	16:00:00	1.06549	1.06770	1.06466	1.06720	33884	31269697000	7
2017.04.05	00:00:00	1.06710	1.06849	1.06679	1.06735	17153	15469968000	0
2017.04.05	08:00:00	1.06736	1.06887	1.06542	1.06658	40829	37607636000	7
2017.04.05	16:00:00	1.06658	1.06813	1.06345	1.06624	43824	40158437000	7
2017.04.06	00:00:00	1.06611	1.06838	1.06603	1.06743	25166	23922723000	0
2017.04.06	08:00:00	1.06744	1.06801	1.06287	1.06603	46050	43341245000	7
2017.04.06	16:00:00	1.06604	1.06648	1.06379	1.06434	31708	29955408000	7
2017.04.07	00:00:00	1.06425	1.06601	1.06377	1.06474	27704	27603480000	7
2017.04.07	08:00:00	1.06474	1.06664	1.06100	1.06199	46390	41618148000	7
2017.04.07	16:00:00	1.06196	1.06335	1.05804	1.05884	47158	45321010000	7
2017.04.10	00:00:00	1.05860	1.05885	1.05699	1.05853	20018	18340393000	7
2017.04.10	08:00:00	1.05853	1.05936	1.05695	1.05751	33872	32205357000	7
2017.04.10	16:00:00	1.05753	1.06063	1.05753	1.05947	31484	28645904000	7
2017.04.11	00:00:00	1.05935	1.06015	1.05805	1.05880	18260	16341020000	7
2017.04.11	08:00:00	1.05881	1.06198	1.05783	1.06119	35353	32727908000	7
2017.04.11	16:00:00	1.06119	1.06299	1.06000	1.06037	38295	37058433000	7
2017.04.12	00:00:00	1.06034	1.06151	1.05947	1.06039	20845	18345369000	7
2017.04.12	08:00:00	1.06038	1.06236	1.05969	1.06001	33838	31808787000	7
2017.04.12	16:00:00	1.06001	1.06749	1.05886	1.06633	43056	38211161000	7
2017.04.13	00:00:00	1.06639	1.06771	1.06595	1.06728	22965	22715363000	0
2017.04.13	08:00:00	1.06728	1.06773	1.06223	1.06277	38421	36937315000	7
2017.04.13	16:00:00	1.06277	1.06354	1.06089	1.06122	35361	36326556000	7
2017.04.14	00:00:00	1.06116	1.06236	1.06089	1.06153	17093	13684067000	0
2017.04.14	08:00:00	1.06151	1.06294	1.06056	1.06292	23753	18685684000	7
2017.04.14	16:00:00	1.06291	1.06293	1.06092	1.06096	15594	12852089000	7
2017.04.17	00:00:00	1.06102	1.06256	1.06025	1.06184	22875	22886079000	0
2017.04.17	08:00:00	1.06184	1.06511	1.06147	1.06450	18619	19350963000	7
2017.04.17	16:00:00	1.06450	1.06701	1.06349	1.06411	24831	25295180000	7
2017.04.18	00:00:00	1.06415	1.06526	1.06365	1.06432	19157	20351602000	7
2017.04.18	08:00:00	1.06433	1.06996	1.06409	1.06964	44932	46271650000	7
2017.04.18	16:00:00	1.06964	1.07357	1.06828	1.07302	40561	37308743000	7
2017.04.19	00:00:00	1.07279	1.07350	1.07166	1.07185	15942	15865132000	7
2017.04.19	08:00:00	1.07186	1.07366	1.07079	1.07196	37676	34839658000	7
2017.04.19	16:00:00	1.07196	1.07226	1.06995	1.07094	35249	36602557000	7
2017.04.20	00:00:00	1.07089	1.07275	1.07073	1.07270	13766	13025912000	0
2017.04.20	08:00:00	1.07270	1.07773	1.07207	1.07499	36627	35180213000	7
2017.04.20	16:00:00	1.07499	1.07765	1.07145	1.07161	38841	40318332000	7
2017.04.21	00:00:00	1.07160	1.07206	1.07068	1.07161	12193	12282455000	0
2017.04.21	08:00:00	1.07160	1.07378	1.06875	1.07006	37719	37155091000	7
2017.04.21	16:00:00	1.07007	1.07299	1.06820	1.07266	37815	36644707000	7
2017.04.24	00:00:00	1.09047	1.09061	1.08205	1.08583	39507	28670085000	0
2017.04.24	08:00:00	1.08581	1.08773	1.08315	1.08570	53152	45072962000	7
2017.04.24	16:00:00	1.08568	1.08733	1.08349	1.08667	34376	29642976000	7
2017.04.25	00:00:00	1.08668	1.08701	1.08511	1.08629	16128	15997714000	0
2017.04.25	08:00:00	1.08629	1.08986	1.08627	1.08888	40568	37969107000	7
2017.04.25	16:00:00	1.08886	1.09497	1.08793	1.09245	41881	36106871000	7
2017.04.26	00:00:00	1.09243	1.09472	1.09225	1.09399	19539	18760597000	7
2017.04.26	08:00:00	1.09400	1.09506	1.08808	1.08869	45738	43036821000	7
2017.04.26	16:00:00	1.08869	1.09121	1.08554	1.09033	49479	47349522000	7
2017.04.27	00:00:00	1.09024	1.09208	1.09007	1.09049	18602	17407259000	0
2017.04.27	08:00:00	1.09049	1.09325	1.08796	1.08951	47048	44600465000	7
2017.04.27	16:00:00	1.08952	1.08963	1.08514	1.08720	42165	37613113000	7
2017.04.28	00:00:00	1.08702	1.08754	1.08569	1.08643	16640	16234728000	0
2017.04.28	08:00:00	1.08641	1.09471	1.08567	1.09119	48268	42562669000	7
2017.04.28	16:00:00	1.09117	1.09213	1.08831	1.08921	39121	34290046000	7
2017.05.01	00:00:00	1.09086	1.09109	1.08888	1.08905	15341	14503875000	0
2017.05.01	08:00:00	1.08905	1.09217	1.08838	1.09165	15720	16988556000	7
2017.05.01	16:00:00	1.09166	1.09234	1.08961	1.08985	30702	33259435000	7
2017.05.02	00:00:00	1.08970	1.09171	1.08952	1.09124	17107	16425977000	0
2017.05.02	08:00:00	1.09123	1.09251	1.09039	1.09074	38165	36537311000	7
2017.05.02	16:00:00	1.09074	1.09328	1.08878	1.09317	33400	31365499000	7
2017.05.03	00:00:00	1.09276	1.09365	1.09252	1.09340	14608	13312936000	0
2017.05.03	08:00:00	1.09342	1.09349	1.09061	1.09146	39170	37909151000	7
2017.05.03	16:00:00	1.09146	1.09267	1.08825	1.08839	45550	43726053000	7
2017.05.04	00:00:00	1.08847	1.08967	1.08809	1.08957	16937	16062723000	0
2017.05.04	08:00:00	1.08957	1.09408	1.08745	1.09342	50415	47705736000	7
2017.05.04	16:00:00	1.09343	1.09869	1.09246	1.09837	53068	49878687000	7
2017.05.05	00:00:00	1.09837	1.09897	1.09726	1.09832	17030	16612604000	7
2017.05.05	08:00:00	1.09832	1.09912	1.09476	1.09784	48021	43943161000	7
2017.05.05	16:00:00	1.09784	1.09988	1.09653	1.09863	45848	36250642000	7
2017.05.08	00:00:00	1.10160	1.10176	1.09567	1.09722	27005	17626738000	0
2017.05.08	08:00:00	1.09720	1.09965	1.09308	1.09467	49770	47390310000	7
2017.05.08	16:00:00	1.09471	1.09526	1.09159	1.09236	38022	37456399000	7
2017.05.09	00:00:00	1.09234	1.09331	1.09182	1.09302	18741	18023401000	0
2017.05.09	08:00:00	1.09302	1.09314	1.08737	1.08838	51294	50111641000	7
2017.05.09	16:00:00	1.08838	1.09063	1.08631	1.08729	43858	45299579000	7
2017.05.10	00:00:00	1.08728	1.08979	1.08694	1.08909	19862	18871981000	0
2017.05.10	08:00:00	1.08910	1.08977	1.08585	1.08795	46310	45289818000	7
2017.05.10	16:00:00	1.08796	1.08820	1.08530	1.08672	40760	42767119000	7
2017.05.11	00:00:00	1.08671	1.08794	1.08610	1.08697	17540	16702017000	0
2017.05.11	08:00:00	1.08697	1.08927	1.08387	1.08516	45705	46070879000	7
2017.05.11	16:00:00	1.08518	1.08754	1.08514	1.08611	38912	40495725000	7
2017.05.12	00:00:00	1.08611	1.08735	1.08586	1.08709	14310	13592079000	0
2017.05.12	08:00:00	1.08709	1.09124	1.08553	1.09057	41674	38920227000	7
2017.05.12	16:00:00	1.09058	1.09341	1.09058	1.09268	44206	45612639000	7
2017.05.15	00:00:00	1.09318	1.09349	1.09222	1.09297	16452	15390052000	0
2017.05.15	08:00:00	1.09297	1.09818	1.09256	1.09780	44466	43242380000	7
2017.05.15	16:00:00	1.09783	1.09892	1.09654	1.09748	32446	30240139000	7
2017.05.16	00:00:00	1.09747	1.09934	1.09730	1.09914	15549	15405493000	0
2017.05.16	08:00:00	1.09914	1.10886	1.09909	1.10773	56436	52288630000	7
2017.05.16	16:00:00	1.10771	1.10970	1.10636	1.10825	42900	41970884000	7
2017.05.17	00:00:00	1.10823	1.11166	1.10792	1.11057	25376	24981581000	0
2017.05.17	08:00:00	1.11057	1.11240	1.10813	1.11229	53903	54499236000	7
2017.05.17	16:00:00	1.11230	1.11618	1.11014	1.11583	59150	54323094000	7
2017.05.18	00:00:00	1.11583	1.11716	1.11388	1.11439	30335	29281215000	0
2017.05.18	08:00:00	1.11439	1.11454	1.11037	1.11084	68365	66333999000	7
2017.05.18	16:00:00	1.11084	1.11377	1.10755	1.11027	67668	70009092000	7
2017.05.19	00:00:00	1.11025	1.11144	1.10957	1.11114	20800	20413339000	0
2017.05.19	08:00:00	1.11114	1.11856	1.11088	1.11789	51893	52888206000	7
2017.05.19	16:00:00	1.11787	1.12115	1.11740	1.11740	44099	42092546000	7
2017.05.22	00:00:00	1.11984	1.12096	1.11823	1.11881	19427	18542453000	0
2017.05.22	08:00:00	1.11882	1.12495	1.11611	1.12450	52952	50028854000	7
2017.05.22	16:00:00	1.12450	1.12631	1.12283	1.12371	36855	33451233000	7
2017.05.23	00:00:00	1.12371	1.12537	1.12301	1.12502	19169	16015254000	0
2017.05.23	08:00:00	1.12501	1.12680	1.12109	1.12335	59029	57987082000	7
2017.05.23	16:00:00	1.12335	1.12487	1.11747	1.11825	55096	54297569000	7
2017.05.24	00:00:00	1.11821	1.11915	1.11768	1.11795	19027	17116093000	0
2017.05.24	08:00:00	1.11796	1.12021	1.11697	1.11976	49392	46252399000	7
2017.05.24	16:00:00	1.11979	1.12198	1.11681	1.12184	53670	51565289000	7
2017.05.25	00:00:00	1.12181	1.12445	1.12104	1.12406	20189	18435976000	0
2017.05.25	08:00:00	1.12408	1.12502	1.11932	1.12023	48885	50091451000	7
2017.05.25	16:00:00	1.12024	1.12258	1.11980	1.12101	36823	35809316000	7
2017.05.26	00:00:00	1.12100	1.12157	1.11847	1.12000	18483	16600521000	0
2017.05.26	08:00:00	1.12000	1.12342	1.11776	1.11800	48553	45452406000	7
2017.05.26	16:00:00	1.11801	1.11872	1.11602	1.11733	39139	36825411000	7
2017.05.29	00:00:00	1.11660	1.11846	1.11615	1.11633	15406	13961953000	0
2017.05.29	08:00:00	1.11633	1.11896	1.11631	1.11847	26621	27562450000	7
2017.05.29	16:00:00	1.11847	1.11882	1.11618	1.11627	21353	19127025000	7
2017.05.30	00:00:00	1.11622	1.11689	1.11217	1.11271	19917	17589686000	0
2017.05.30	08:00:00	1.11272	1.11934	1.11092	1.11619	53729	49549777000	7
2017.05.30	16:00:00	1.11619	1.12051	1.11618	1.11855	39516	39967982000	7
