<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.09.27	00:00:00	1.17362	1.17568	1.17360	1.17486	10251	0	4
2018.09.27	08:00:00	1.17485	1.17510	1.16726	1.16744	50139	0	8
2018.09.27	16:00:00	1.16744	1.16960	1.16385	1.16407	25791	0	2
2018.09.28	00:00:00	1.16407	1.16489	1.16327	1.16455	10292	0	3
2018.09.28	08:00:00	1.16455	1.16509	1.15693	1.15843	43816	0	8
2018.09.28	16:00:00	1.15843	1.16290	1.15718	1.16020	24150	0	8
2018.10.01	00:00:00	1.16156	1.16166	1.15908	1.15949	8711	0	3
2018.10.01	08:00:00	1.15949	1.16243	1.15735	1.16094	34276	0	3
2018.10.01	16:00:00	1.16093	1.16103	1.15632	1.15778	21971	0	3
2018.10.02	00:00:00	1.15790	1.15800	1.15683	1.15690	7243	0	3
2018.10.02	08:00:00	1.15690	1.15698	1.15048	1.15381	40920	0	8
2018.10.02	16:00:00	1.15380	1.15700	1.15286	1.15460	21942	0	3
2018.10.03	00:00:00	1.15474	1.15933	1.15353	1.15773	17211	0	4
2018.10.03	08:00:00	1.15773	1.15925	1.15276	1.15289	38011	0	8
2018.10.03	16:00:00	1.15290	1.15463	1.14639	1.14766	29015	0	3
2018.10.04	00:00:00	1.14762	1.14936	1.14630	1.14693	12688	0	4
2018.10.04	08:00:00	1.14693	1.15150	1.14657	1.15079	38101	0	8
2018.10.04	16:00:00	1.15079	1.15424	1.14922	1.15134	31886	0	3
2018.10.05	00:00:00	1.15139	1.15193	1.15046	1.15086	12714	0	5
2018.10.05	08:00:00	1.15086	1.15376	1.14837	1.15319	38819	0	8
2018.10.05	16:00:00	1.15321	1.15494	1.14975	1.15234	38234	0	8
2018.10.08	00:00:00	1.15205	1.15292	1.15101	1.15110	11539	0	6
2018.10.08	08:00:00	1.15110	1.15155	1.14596	1.14632	29299	0	8
2018.10.08	16:00:00	1.14632	1.14984	1.14596	1.14907	24211	0	6
2018.10.09	00:00:00	1.14903	1.15023	1.14842	1.14978	11752	0	4
2018.10.09	08:00:00	1.14978	1.14990	1.14318	1.14491	43820	0	8
2018.10.09	16:00:00	1.14491	1.15029	1.14427	1.14899	34466	0	3
2018.10.10	00:00:00	1.14899	1.15150	1.14810	1.15059	9425	0	4
2018.10.10	08:00:00	1.15059	1.15147	1.14794	1.15018	34434	0	8
2018.10.10	16:00:00	1.15019	1.15450	1.15013	1.15182	36014	0	2
2018.10.11	00:00:00	1.15186	1.15720	1.15175	1.15613	21766	0	8
2018.10.11	08:00:00	1.15613	1.15989	1.15347	1.15739	43061	0	8
2018.10.11	16:00:00	1.15738	1.15981	1.15450	1.15930	50473	0	3
2018.10.12	00:00:00	1.15861	1.16088	1.15832	1.16053	12916	0	3
2018.10.12	08:00:00	1.16053	1.16101	1.15521	1.15572	35283	0	8
2018.10.12	16:00:00	1.15572	1.15683	1.15339	1.15584	29971	0	8
2018.10.15	00:00:00	1.15364	1.15555	1.15364	1.15490	10851	0	8
2018.10.15	08:00:00	1.15490	1.16059	1.15441	1.16049	32486	0	8
2018.10.15	16:00:00	1.16048	1.16059	1.15739	1.15784	24895	0	5
2018.10.16	00:00:00	1.15786	1.15921	1.15711	1.15721	12229	0	5
2018.10.16	08:00:00	1.15722	1.15982	1.15657	1.15875	31502	0	8
2018.10.16	16:00:00	1.15875	1.16209	1.15710	1.15733	23464	0	5
2018.10.17	00:00:00	1.15733	1.15801	1.15563	1.15578	11515	0	5
2018.10.17	08:00:00	1.15579	1.15774	1.15206	1.15348	36972	0	8
2018.10.17	16:00:00	1.15348	1.15465	1.14954	1.14999	29578	0	3
2018.10.18	00:00:00	1.15000	1.15048	1.14940	1.14998	14060	0	8
2018.10.18	08:00:00	1.14998	1.15268	1.14812	1.15009	33048	0	8
2018.10.18	16:00:00	1.15009	1.15179	1.14487	1.14523	39345	0	2
2018.10.19	00:00:00	1.14522	1.14620	1.14508	1.14586	11768	0	4
2018.10.19	08:00:00	1.14586	1.14763	1.14326	1.14642	41060	0	8
2018.10.19	16:00:00	1.14643	1.15342	1.14603	1.15142	34288	0	8
2018.10.22	00:00:00	1.15160	1.15183	1.14977	1.15108	10646	0	7
2018.10.22	08:00:00	1.15107	1.15498	1.14853	1.14853	32088	0	2
2018.10.22	16:00:00	1.14844	1.14849	1.14553	1.14637	23799	0	2
2018.10.23	00:00:00	1.14635	1.14670	1.14518	1.14553	10986	0	5
2018.10.23	08:00:00	1.14553	1.14855	1.14389	1.14655	42674	0	8
2018.10.23	16:00:00	1.14655	1.14931	1.14485	1.14697	32245	0	4
2018.10.24	00:00:00	1.14704	1.14750	1.14608	1.14679	13179	0	5
2018.10.24	08:00:00	1.14679	1.14761	1.13783	1.14044	46640	0	8
2018.10.24	16:00:00	1.14044	1.14094	1.13803	1.13911	29878	0	5
2018.10.25	00:00:00	1.13919	1.14135	1.13909	1.14121	12207	0	5
2018.10.25	08:00:00	1.14121	1.14322	1.13943	1.14296	38087	0	8
2018.10.25	16:00:00	1.14296	1.14319	1.13558	1.13746	32925	0	2
2018.10.26	00:00:00	1.13731	1.13764	1.13605	1.13681	17142	0	8
2018.10.26	08:00:00	1.13681	1.13833	1.13353	1.13442	38251	0	8
2018.10.26	16:00:00	1.13441	1.14206	1.13437	1.14021	31862	0	8
2018.10.29	00:00:00	1.13978	1.14035	1.13859	1.13955	9855	0	4
2018.10.29	08:00:00	1.13954	1.14160	1.13602	1.13700	42383	0	8
2018.10.29	16:00:00	1.13701	1.13999	1.13671	1.13720	22021	0	3
2018.10.30	00:00:00	1.13719	1.13846	1.13702	1.13778	10845	0	4
2018.10.30	08:00:00	1.13778	1.13874	1.13452	1.13742	35721	0	8
2018.10.30	16:00:00	1.13743	1.13802	1.13401	1.13431	19992	0	3
2018.10.31	00:00:00	1.13431	1.13497	1.13357	1.13418	9630	0	3
2018.10.31	08:00:00	1.13418	1.13598	1.13108	1.13192	32218	0	4
2018.10.31	16:00:00	1.13192	1.13465	1.13017	1.13135	30987	0	3
2018.11.01	00:00:00	1.13134	1.13496	1.13123	1.13415	14578	0	4
2018.11.01	08:00:00	1.13415	1.14040	1.13376	1.13929	36416	0	8
2018.11.01	16:00:00	1.13930	1.14238	1.13897	1.14014	27595	0	3
2018.11.02	00:00:00	1.14014	1.14281	1.13908	1.14240	13994	0	5
2018.11.02	08:00:00	1.14240	1.14555	1.14048	1.14172	40512	0	8
2018.11.02	16:00:00	1.14172	1.14307	1.13718	1.13859	28128	0	8
2018.11.05	00:00:00	1.13853	1.13991	1.13824	1.13896	14231	0	8
2018.11.05	08:00:00	1.13896	1.13985	1.13526	1.13778	28228	0	8
2018.11.05	16:00:00	1.13778	1.14236	1.13773	1.14067	23467	0	3
2018.11.06	00:00:00	1.14064	1.14138	1.13987	1.14049	10295	0	3
2018.11.06	08:00:00	1.14050	1.14375	1.13910	1.14270	32420	0	8
2018.11.06	16:00:00	1.14270	1.14294	1.14057	1.14260	22912	0	3
2018.11.07	00:00:00	1.14261	1.14725	1.13942	1.14515	30497	0	4
2018.11.07	08:00:00	1.14515	1.14994	1.14304	1.14788	41016	0	8
2018.11.07	16:00:00	1.14788	1.14862	1.14246	1.14255	31552	0	3
2018.11.08	00:00:00	1.14253	1.14362	1.14220	1.14335	12089	0	8
2018.11.08	08:00:00	1.14335	1.14443	1.14038	1.14261	36782	0	8
2018.11.08	16:00:00	1.14261	1.14465	1.13512	1.13629	33588	0	2
2018.11.09	00:00:00	1.13628	1.13685	1.13403	1.13487	13006	0	8
2018.11.09	08:00:00	1.13487	1.13561	1.13265	1.13508	36171	0	8
2018.11.09	16:00:00	1.13509	1.13594	1.13157	1.13343	30361	0	8
2018.11.12	00:00:00	1.13184	1.13303	1.13072	1.13094	14124	0	4
2018.11.12	08:00:00	1.13094	1.13114	1.12397	1.12719	38363	0	8
2018.11.12	16:00:00	1.12719	1.12724	1.12153	1.12174	23609	0	6
2018.11.13	00:00:00	1.12176	1.12514	1.12162	1.12394	14092	0	6
2018.11.13	08:00:00	1.12394	1.12711	1.12215	1.12673	41050	0	8
2018.11.13	16:00:00	1.12671	1.12933	1.12521	1.12898	32771	0	3
2018.11.14	00:00:00	1.12904	1.13200	1.12853	1.12898	16881	0	5
2018.11.14	08:00:00	1.12898	1.13111	1.12628	1.12842	34625	0	8
2018.11.14	16:00:00	1.12843	1.13472	1.12757	1.13080	46478	0	3
2018.11.15	00:00:00	1.13089	1.13415	1.13061	1.13324	13169	0	5
2018.11.15	08:00:00	1.13324	1.13516	1.12703	1.12900	50460	0	8
2018.11.15	16:00:00	1.12901	1.13620	1.12874	1.13255	37696	0	3
2018.11.16	00:00:00	1.13249	1.13428	1.13211	1.13416	11455	0	8
2018.11.16	08:00:00	1.13416	1.13915	1.13212	1.13885	39927	0	8
2018.11.16	16:00:00	1.13885	1.14199	1.13885	1.14140	28326	0	8
2018.11.19	00:00:00	1.14136	1.14208	1.13956	1.13967	10912	0	4
2018.11.19	08:00:00	1.13967	1.14374	1.13935	1.14280	24709	0	5
2018.11.19	16:00:00	1.14280	1.14640	1.14233	1.14524	21472	0	2
2018.11.20	00:00:00	1.14529	1.14577	1.14424	1.14480	10289	0	3
2018.11.20	08:00:00	1.14480	1.14719	1.14038	1.14066	31532	0	8
2018.11.20	16:00:00	1.14066	1.14129	1.13583	1.13695	26331	0	4
2018.11.21	00:00:00	1.13695	1.13814	1.13645	1.13799	9725	0	4
2018.11.21	08:00:00	1.13798	1.14243	1.13666	1.14117	32312	0	3
2018.11.21	16:00:00	1.14117	1.14144	1.13797	1.13843	21756	0	3
2018.11.22	00:00:00	1.13848	1.14006	1.13799	1.13968	10168	0	3
2018.11.22	08:00:00	1.13967	1.14337	1.13936	1.14028	24341	0	8
2018.11.22	16:00:00	1.14028	1.14133	1.13907	1.14005	19180	0	8
2018.11.23	00:00:00	1.14003	1.14164	1.14001	1.14140	7320	0	4
2018.11.23	08:00:00	1.14142	1.14208	1.13371	1.13504	28809	0	8
2018.11.23	16:00:00	1.13505	1.13588	1.13270	1.13296	18783	0	8
2018.11.26	00:00:00	1.13391	1.13491	1.13260	1.13473	12263	0	4
2018.11.26	08:00:00	1.13473	1.13834	1.13433	1.13647	27901	0	8
2018.11.26	16:00:00	1.13647	1.13664	1.13246	1.13273	19309	0	4
2018.11.27	00:00:00	1.13274	1.13425	1.13252	1.13422	10204	0	5
2018.11.27	08:00:00	1.13422	1.13434	1.13048	1.13198	37176	0	8
2018.11.27	16:00:00	1.13198	1.13294	1.12770	1.12874	26288	0	3
2018.11.28	00:00:00	1.12849	1.12989	1.12848	1.12941	8764	0	2
2018.11.28	08:00:00	1.12940	1.13005	1.12667	1.12871	27927	0	4
2018.11.28	16:00:00	1.12871	1.13875	1.12680	1.13659	41726	0	3
2018.11.29	00:00:00	1.13658	1.13918	1.13597	1.13859	11279	0	2
2018.11.29	08:00:00	1.13859	1.14013	1.13483	1.13713	33344	0	3
2018.11.29	16:00:00	1.13713	1.13973	1.13631	1.13925	28310	0	3
2018.11.30	00:00:00	1.13924	1.14001	1.13840	1.13914	9538	0	4
2018.11.30	08:00:00	1.13914	1.13968	1.13552	1.13567	29950	0	8
2018.11.30	16:00:00	1.13567	1.13690	1.13050	1.13155	28134	0	4
2018.12.03	00:00:00	1.13499	1.13693	1.13278	1.13658	12276	0	3
2018.12.03	08:00:00	1.13658	1.13793	1.13189	1.13239	27832	0	8
2018.12.03	16:00:00	1.13239	1.13634	1.13233	1.13534	23537	0	3
2018.12.04	00:00:00	1.13535	1.13815	1.13495	1.13744	13095	0	4
2018.12.04	08:00:00	1.13743	1.14185	1.13732	1.13889	34928	0	8
2018.12.04	16:00:00	1.13891	1.13983	1.13181	1.13423	34641	0	4
2018.12.05	00:00:00	1.13413	1.13461	1.13176	1.13192	13316	0	5
2018.12.05	08:00:00	1.13192	1.13609	1.13165	1.13554	20225	0	8
2018.12.05	16:00:00	1.13554	1.13585	1.13104	1.13445	17218	0	2
2018.12.06	00:00:00	1.13447	1.13524	1.13386	1.13452	13889	0	3
2018.12.06	08:00:00	1.13452	1.13679	1.13205	1.13592	36078	0	8
2018.12.06	16:00:00	1.13592	1.14123	1.13572	1.13746	41726	0	4
2018.12.07	00:00:00	1.13767	1.13815	1.13654	1.13665	11423	0	5
2018.12.07	08:00:00	1.13665	1.14149	1.13600	1.13884	32673	0	8
2018.12.07	16:00:00	1.13883	1.14233	1.13732	1.13962	39567	0	4
2018.12.10	00:00:00	1.13893	1.14423	1.13893	1.14352	16600	0	3
2018.12.10	08:00:00	1.14352	1.14395	1.14015	1.14107	35775	0	8
2018.12.10	16:00:00	1.14107	1.14147	1.13500	1.13552	38813	0	4
2018.12.11	00:00:00	1.13548	1.13716	1.13501	1.13703	11365	0	6
2018.12.11	08:00:00	1.13704	1.14001	1.13575	1.13694	30544	0	8
2018.12.11	16:00:00	1.13693	1.13713	1.13059	1.13163	40400	0	2
2018.12.12	00:00:00	1.13160	1.13338	1.13156	1.13322	10437	0	5
2018.12.12	08:00:00	1.13323	1.13640	1.13146	1.13590	36397	0	8
2018.12.12	16:00:00	1.13590	1.13868	1.13413	1.13680	36830	0	3
2018.12.13	00:00:00	1.13686	1.13768	1.13624	1.13657	8568	0	4
2018.12.13	08:00:00	1.13657	1.13930	1.13382	1.13444	32566	0	8
2018.12.13	16:00:00	1.13443	1.13716	1.13307	1.13583	33134	0	3
2018.12.14	00:00:00	1.13574	1.13646	1.13547	1.13601	10832	0	5
2018.12.14	08:00:00	1.13601	1.13605	1.12694	1.12732	33544	0	2
2018.12.14	16:00:00	1.12733	1.13078	1.12716	1.13053	24802	0	5
2018.12.17	00:00:00	1.12995	1.13129	1.12957	1.13075	15847	0	3
2018.12.17	08:00:00	1.13075	1.13531	1.13057	1.13498	25795	0	4
2018.12.17	16:00:00	1.13499	1.13574	1.13296	1.13471	24428	0	4
2018.12.18	00:00:00	1.13469	1.13597	1.13395	1.13448	11803	0	5
2018.12.18	08:00:00	1.13448	1.14018	1.13363	1.13786	30602	0	8
2018.12.18	16:00:00	1.13786	1.13799	1.13497	1.13600	28586	0	3
2018.12.19	00:00:00	1.13599	1.13894	1.13599	1.13873	13595	0	5
2018.12.19	08:00:00	1.13873	1.14137	1.13802	1.14010	28262	0	3
2018.12.19	16:00:00	1.14010	1.14388	1.13639	1.13760	50018	0	3
2018.12.20	00:00:00	1.13762	1.13889	1.13690	1.13886	12880	0	5
2018.12.20	08:00:00	1.13886	1.14855	1.13842	1.14454	43993	0	8
2018.12.20	16:00:00	1.14457	1.14847	1.14018	1.14452	46519	0	4
2018.12.21	00:00:00	1.14453	1.14611	1.14412	1.14462	12062	0	8
2018.12.21	08:00:00	1.14462	1.14736	1.13997	1.14104	37613	0	2
2018.12.21	16:00:00	1.14102	1.14233	1.13556	1.13665	44160	0	8
2018.12.24	00:00:00	1.13675	1.13922	1.13599	1.13904	8566	0	3
2018.12.24	08:00:00	1.13904	1.14171	1.13739	1.14135	23937	0	8
2018.12.24	16:00:00	1.14135	1.14381	1.13990	1.14164	32045	0	4
2018.12.26	00:00:00	1.14144	1.14147	1.13975	1.14025	1603	0	2
2018.12.26	08:00:00	1.14025	1.14078	1.13748	1.13885	10077	0	2
2018.12.26	16:00:00	1.13885	1.14137	1.13422	1.13520	29504	0	7
2018.12.27	00:00:00	1.13536	1.13896	1.13512	1.13825	18882	0	5
2018.12.27	08:00:00	1.13826	1.14090	1.13640	1.13971	38644	0	8
2018.12.27	16:00:00	1.13969	1.14538	1.13916	1.14292	42146	0	4
2018.12.28	00:00:00	1.14309	1.14665	1.14260	1.14541	13467	0	5
2018.12.28	08:00:00	1.14542	1.14723	1.14304	1.14606	33551	0	8
2018.12.28	16:00:00	1.14607	1.14686	1.14299	1.14398	35054	0	5
2018.12.31	00:00:00	1.14337	1.14498	1.14210	1.14284	8307	0	4
2018.12.31	08:00:00	1.14284	1.14655	1.14237	1.14458	23000	0	4
2018.12.31	16:00:00	1.14460	1.14608	1.14252	1.14558	25317	0	8
2019.01.02	00:00:00	1.14454	1.14788	1.14427	1.14787	2237	0	2
2019.01.02	08:00:00	1.14779	1.14967	1.13670	1.13713	37875	0	2
2019.01.02	16:00:00	1.13712	1.13749	1.13247	1.13437	35025	0	4
2019.01.03	00:00:00	1.13436	1.13712	1.13088	1.13605	23260	0	3
2019.01.03	08:00:00	1.13605	1.13837	1.13370	1.13650	39171	0	8
2019.01.03	16:00:00	1.13650	1.14107	1.13610	1.13929	49605	0	5
2019.01.04	00:00:00	1.13923	1.14113	1.13847	1.13897	13444	0	6
2019.01.04	08:00:00	1.13897	1.14187	1.13630	1.13710	30945	0	8
2019.01.04	16:00:00	1.13710	1.14174	1.13453	1.13955	43297	0	2
2019.01.07	00:00:00	1.13957	1.14296	1.13952	1.14229	10399	0	4
2019.01.07	08:00:00	1.14229	1.14586	1.14096	1.14573	25226	0	8
2019.01.07	16:00:00	1.14572	1.14821	1.14533	1.14739	26238	0	3
2019.01.08	00:00:00	1.14737	1.14841	1.14318	1.14432	11771	0	5
2019.01.08	08:00:00	1.14433	1.14688	1.14216	1.14270	28779	0	8
2019.01.08	16:00:00	1.14270	1.14587	1.14240	1.14406	24826	0	3
2019.01.09	00:00:00	1.14409	1.14660	1.14370	1.14607	11310	0	2
2019.01.09	08:00:00	1.14607	1.14785	1.14387	1.14622	24886	0	2
2019.01.09	16:00:00	1.14620	1.15578	1.14616	1.15415	48920	0	2
2019.01.10	00:00:00	1.15416	1.15698	1.15391	1.15605	15964	0	2
2019.01.10	08:00:00	1.15605	1.15612	1.15176	1.15203	30215	0	2
2019.01.10	16:00:00	1.15203	1.15308	1.14844	1.14994	31090	0	2
2019.01.11	00:00:00	1.14998	1.15309	1.14962	1.15253	11465	0	2
2019.01.11	08:00:00	1.15253	1.15400	1.15151	1.15262	31572	0	3
2019.01.11	16:00:00	1.15262	1.15265	1.14576	1.14626	32618	0	8
2019.01.14	00:00:00	1.14569	1.14810	1.14568	1.14780	8430	0	4
2019.01.14	08:00:00	1.14780	1.14816	1.14501	1.14592	34146	0	8
2019.01.14	16:00:00	1.14592	1.14802	1.14531	1.14678	22167	0	5
2019.01.15	00:00:00	1.14678	1.14893	1.14642	1.14828	9758	0	3
2019.01.15	08:00:00	1.14828	1.14828	1.14118	1.14381	34915	0	7
2019.01.15	16:00:00	1.14383	1.14545	1.13813	1.14124	40362	0	5
2019.01.16	00:00:00	1.14114	1.14148	1.13957	1.14112	9590	0	4
2019.01.16	08:00:00	1.14111	1.14244	1.13773	1.13898	31142	0	8
2019.01.16	16:00:00	1.13898	1.14102	1.13896	1.13912	26470	0	6
2019.01.17	00:00:00	1.13909	1.14002	1.13787	1.13873	8472	0	4
2019.01.17	08:00:00	1.13872	1.14056	1.13707	1.13976	29146	0	8
2019.01.17	16:00:00	1.13975	1.14004	1.13697	1.13879	31473	0	5
2019.01.18	00:00:00	1.13878	1.13993	1.13859	1.13888	8627	0	4
2019.01.18	08:00:00	1.13888	1.14099	1.13878	1.13972	23104	0	8
2019.01.18	16:00:00	1.13972	1.14004	1.13528	1.13655	28900	0	4
2019.01.21	00:00:00	1.13587	1.13798	1.13587	1.13773	7857	0	4
2019.01.21	08:00:00	1.13774	1.13907	1.13563	1.13608	17941	0	8
2019.01.21	16:00:00	1.13608	1.13708	1.13569	1.13657	14577	0	3
2019.01.22	00:00:00	1.13640	1.13725	1.13554	1.13571	9794	0	4
2019.01.22	08:00:00	1.13571	1.13668	1.13445	1.13451	25880	0	8
2019.01.22	16:00:00	1.13453	1.13735	1.13356	1.13594	25051	0	3
2019.01.23	00:00:00	1.13593	1.13683	1.13592	1.13679	9042	0	3
2019.01.23	08:00:00	1.13679	1.13716	1.13505	1.13540	24496	0	8
2019.01.23	16:00:00	1.13540	1.13940	1.13513	1.13807	26702	0	3
2019.01.24	00:00:00	1.13796	1.13911	1.13777	1.13849	10900	0	4
2019.01.24	08:00:00	1.13848	1.13877	1.13060	1.13349	39976	0	8
2019.01.24	16:00:00	1.13349	1.13804	1.12889	1.13031	40256	0	3
2019.01.25	00:00:00	1.13065	1.13275	1.12997	1.13217	14402	0	4
2019.01.25	08:00:00	1.13217	1.13576	1.13142	1.13567	31611	0	8
2019.01.25	16:00:00	1.13567	1.14172	1.13558	1.14051	35945	0	8
2019.01.28	00:00:00	1.14006	1.14254	1.13997	1.14114	10238	0	4
2019.01.28	08:00:00	1.14114	1.14234	1.13897	1.14166	24121	0	8
2019.01.28	16:00:00	1.14166	1.14432	1.14045	1.14262	25749	0	4
2019.01.29	00:00:00	1.14253	1.14336	1.14200	1.14325	9499	0	4
2019.01.29	08:00:00	1.14325	1.14498	1.14180	1.14255	28501	0	2
2019.01.29	16:00:00	1.14254	1.14400	1.14108	1.14320	39196	0	8
2019.01.30	00:00:00	1.14315	1.14454	1.14255	1.14444	10249	0	4
2019.01.30	08:00:00	1.14444	1.14495	1.14215	1.14252	30253	0	8
2019.01.30	16:00:00	1.14252	1.15013	1.14057	1.14779	39616	0	3
2019.01.31	00:00:00	1.14789	1.15085	1.14777	1.15046	10533	0	4
2019.01.31	08:00:00	1.15047	1.15139	1.14712	1.14941	38377	0	8
2019.01.31	16:00:00	1.14941	1.14951	1.14353	1.14461	30622	0	8
2019.02.01	00:00:00	1.14468	1.14497	1.14339	1.14363	8455	0	4
2019.02.01	08:00:00	1.14363	1.14854	1.14344	1.14733	31039	0	8
2019.02.01	16:00:00	1.14733	1.14880	1.14471	1.14529	28644	0	8
2019.02.04	00:00:00	1.14506	1.14600	1.14410	1.14430	8738	0	3
2019.02.04	08:00:00	1.14430	1.14538	1.14376	1.14485	24352	0	4
2019.02.04	16:00:00	1.14485	1.14500	1.14239	1.14350	23322	0	5
2019.02.05	00:00:00	1.14351	1.14401	1.14302	1.14337	7359	0	3
2019.02.05	08:00:00	1.14337	1.14337	1.14111	1.14283	22436	0	8
2019.02.05	16:00:00	1.14283	1.14335	1.14007	1.14043	22427	0	8
2019.02.06	00:00:00	1.14038	1.14091	1.13956	1.13963	8982	0	4
2019.02.06	08:00:00	1.13962	1.13984	1.13797	1.13863	20921	0	8
2019.02.06	16:00:00	1.13863	1.13898	1.13604	1.13607	21487	0	2
2019.02.07	00:00:00	1.13612	1.13680	1.13563	1.13591	6532	0	2
2019.02.07	08:00:00	1.13591	1.13662	1.13242	1.13304	26384	0	8
2019.02.07	16:00:00	1.13305	1.13596	1.13302	1.13385	22579	0	8
2019.02.08	00:00:00	1.13374	1.13439	1.13350	1.13389	6462	0	3
2019.02.08	08:00:00	1.13389	1.13505	1.13224	1.13464	19368	0	8
2019.02.08	16:00:00	1.13464	1.13486	1.13206	1.13217	19295	0	8
2019.02.11	00:00:00	1.13196	1.13273	1.13142	1.13238	6231	0	4
2019.02.11	08:00:00	1.13238	1.13296	1.12964	1.13100	20816	0	8
2019.02.11	16:00:00	1.13100	1.13116	1.12675	1.12748	20027	0	2
2019.02.12	00:00:00	1.12743	1.12847	1.12719	1.12790	8372	0	5
2019.02.12	08:00:00	1.12790	1.12971	1.12573	1.12922	21756	0	8
2019.02.12	16:00:00	1.12923	1.13392	1.12869	1.13246	21078	0	5
2019.02.13	00:00:00	1.13261	1.13410	1.13240	1.13378	10786	0	3
2019.02.13	08:00:00	1.13376	1.13384	1.12886	1.12910	24779	0	8
2019.02.13	16:00:00	1.12911	1.13035	1.12595	1.12595	23068	0	3
2019.02.14	00:00:00	1.12609	1.12834	1.12488	1.12795	10671	0	4
2019.02.14	08:00:00	1.12795	1.13095	1.12493	1.13021	30575	0	8
2019.02.14	16:00:00	1.13022	1.13047	1.12642	1.12939	28250	0	3
2019.02.15	00:00:00	1.12950	1.12966	1.12822	1.12846	7799	0	5
2019.02.15	08:00:00	1.12846	1.12909	1.12336	1.12525	26388	0	3
2019.02.15	16:00:00	1.12525	1.13058	1.12514	1.12905	29391	0	5
2019.02.18	00:00:00	1.12917	1.13245	1.12886	1.13080	8413	0	4
2019.02.18	08:00:00	1.13080	1.13335	1.12945	1.13217	17406	0	8
2019.02.18	16:00:00	1.13215	1.13268	1.13019	1.13081	13582	0	4
2019.02.19	00:00:00	1.13087	1.13134	1.12926	1.12991	6744	0	4
2019.02.19	08:00:00	1.12992	1.13242	1.12750	1.12955	25962	0	8
2019.02.19	16:00:00	1.12956	1.13571	1.12954	1.13394	30790	0	8
2019.02.20	00:00:00	1.13399	1.13557	1.13349	1.13371	8644	0	3
2019.02.20	08:00:00	1.13371	1.13580	1.13243	1.13362	22998	0	3
2019.02.20	16:00:00	1.13362	1.13707	1.13296	1.13351	31224	0	8
2019.02.21	00:00:00	1.13368	1.13524	1.13322	1.13357	12350	0	4
2019.02.21	08:00:00	1.13357	1.13660	1.13197	1.13618	34519	0	8
2019.02.21	16:00:00	1.13618	1.13655	1.13226	1.13330	27492	0	4
2019.02.22	00:00:00	1.13319	1.13414	1.13295	1.13378	9527	0	4
2019.02.22	08:00:00	1.13378	1.13512	1.13157	1.13357	20679	0	8
2019.02.22	16:00:00	1.13357	1.13552	1.13274	1.13303	28292	0	5
2019.02.25	00:00:00	1.13332	1.13489	1.13270	1.13423	10303	0	2
2019.02.25	08:00:00	1.13423	1.13671	1.13414	1.13542	20160	0	8
2019.02.25	16:00:00	1.13543	1.13670	1.13364	1.13560	25247	0	4
2019.02.26	00:00:00	1.13564	1.13670	1.13538	1.13588	8094	0	3
2019.02.26	08:00:00	1.13587	1.13750	1.13452	1.13718	25127	0	8
2019.02.26	16:00:00	1.13720	1.14024	1.13447	1.13880	30301	0	3
2019.02.27	00:00:00	1.13887	1.13957	1.13747	1.13776	10769	0	3
2019.02.27	08:00:00	1.13775	1.14032	1.13721	1.13843	25181	0	8
2019.02.27	16:00:00	1.13844	1.13947	1.13619	1.13685	26281	0	3
2019.02.28	00:00:00	1.13692	1.13797	1.13630	1.13753	7917	0	3
2019.02.28	08:00:00	1.13753	1.14192	1.13667	1.13859	31715	0	8
2019.02.28	16:00:00	1.13859	1.13956	1.13590	1.13696	32292	0	3
2019.03.01	00:00:00	1.13697	1.13750	1.13634	1.13701	8079	0	2
2019.03.01	08:00:00	1.13701	1.13874	1.13529	1.13814	25635	0	8
2019.03.01	16:00:00	1.13814	1.14081	1.13540	1.13626	30630	0	5
2019.03.04	00:00:00	1.13734	1.13810	1.13612	1.13621	8376	0	3
2019.03.04	08:00:00	1.13621	1.13688	1.13271	1.13423	28926	0	8
2019.03.04	16:00:00	1.13423	1.13427	1.13087	1.13386	20931	0	4
2019.03.05	00:00:00	1.13393	1.13406	1.13243	1.13284	8811	0	3
2019.03.05	08:00:00	1.13283	1.13381	1.13156	1.13303	23189	0	3
2019.03.05	16:00:00	1.13303	1.13349	1.12892	1.13069	24132	0	2
2019.03.06	00:00:00	1.13067	1.13074	1.12893	1.12974	9792	0	4
2019.03.06	08:00:00	1.12974	1.13146	1.12852	1.13043	22425	0	8
2019.03.06	16:00:00	1.13043	1.13243	1.13039	1.13053	19877	0	4
2019.03.07	00:00:00	1.13058	1.13153	1.13024	1.13060	6523	0	4
2019.03.07	08:00:00	1.13060	1.13198	1.12535	1.12599	29314	0	5
2019.03.07	16:00:00	1.12600	1.12600	1.11756	1.11923	34692	0	4
2019.03.08	00:00:00	1.11929	1.12015	1.11848	1.12012	8541	0	4
2019.03.08	08:00:00	1.12012	1.12405	1.11969	1.12250	30250	0	8
2019.03.08	16:00:00	1.12250	1.12457	1.12217	1.12324	28285	0	8
2019.03.11	00:00:00	1.12345	1.12371	1.12226	1.12329	5839	0	3
2019.03.11	08:00:00	1.12328	1.12580	1.12322	1.12470	27384	0	8
2019.03.11	16:00:00	1.12470	1.12498	1.12214	1.12485	21084	0	4
